,Unnamed: 0,date,price,bedrooms,RATIOD,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,bathrooms
519,519,2014-05-12 00:00:00,156000.0,3.0,53.608247422680414,970,8580,1.0,0,0,3,970,0,1959,1989,29621 18th Ave S,Federal Way,WA 98003,USA,1.0
520,520,2014-05-12 00:00:00,610000.0,4.0,72.27488151658768,2110,5000,1.5,0,2,4,1640,470,1930,0,9319 45th Ave SW,Seattle,WA 98136,USA,3.0
521,521,2014-05-12 00:00:00,420000.0,2.0,141.8918918918919,1480,1369,3.0,0,0,3,1480,0,2009,0,8107 165th Ave NE,Redmond,WA 98052,USA,2.5
522,522,2014-05-12 00:00:00,192000.0,2.0,137.14285714285714,700,10540,1.0,0,0,3,700,0,1953,0,124 SW 185th St,Normandy Park,WA 98166,USA,1.0
523,523,2014-05-12 00:00:00,910000.0,3.0,112.34567901234568,2700,6120,1.0,0,0,4,1350,1350,1962,0,124 NE 61st St,Seattle,WA 98115,USA,2.0
524,524,2014-05-12 00:00:00,1300000.0,4.0,139.48497854077254,2330,9687,2.0,0,3,3,2330,0,1918,0,731 McGilvra Blvd E,Seattle,WA 98112,USA,3.25
525,525,2014-05-12 00:00:00,1346400.0,5.0,79.66863905325444,3380,20021,1.0,0,0,4,1690,1690,1963,0,9640 NE 32nd St,Clyde Hill,WA 98004,USA,1.75
526,526,2014-05-12 00:00:00,840000.0,4.0,80.76923076923077,2600,2750,1.5,0,0,3,1620,980,1936,0,2455 Queen Anne Ave N,Seattle,WA 98109,USA,2.75
527,527,2014-05-12 00:00:00,300000.0,2.0,110.29411764705883,1360,8100,1.0,0,0,3,860,500,1975,0,13730 2nd Ave NW,Seattle,WA 98177,USA,1.75
528,528,2014-05-12 00:00:00,505000.0,4.0,45.4136690647482,2780,6369,1.0,0,0,3,1590,1190,1978,0,9311 NE 142nd St,Kirkland,WA 98034,USA,2.5
529,529,2014-05-12 00:00:00,110000.0,3.0,29.333333333333332,1250,53143,1.0,0,0,5,1250,0,1945,0,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038,USA,1.0
530,530,2014-05-12 00:00:00,746000.0,3.0,94.91094147582697,2620,8950,2.0,0,0,3,2620,0,1992,0,16580 SE 57th Pl,Bellevue,WA 98006,USA,2.5
531,531,2014-05-12 00:00:00,211000.0,3.0,52.098765432098766,1350,7620,1.0,0,0,5,1350,0,1941,0,16251 12th Ave SW,Burien,WA 98166,USA,1.5
532,532,2014-05-12 00:00:00,675000.0,4.0,70.3125,2400,3340,1.0,0,0,4,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA,3.0
533,533,2014-05-12 00:00:00,734200.0,4.0,66.5036231884058,2760,5000,1.5,0,0,5,1680,1080,1928,1970,950 NW 60th St,Seattle,WA 98107,USA,2.5
534,534,2014-05-12 00:00:00,1225000.0,4.0,99.7557003257329,3070,16028,1.0,0,3,3,1870,1200,1976,0,8434 W Mercer Way,Mercer Island,WA 98040,USA,2.25
535,535,2014-05-12 00:00:00,615000.0,2.0,150.73529411764707,2040,28593,1.5,1,3,4,2040,0,1919,1990,23014 Vashon Hwy SW,Vashon,WA 98070,USA,1.75
536,536,2014-05-12 00:00:00,630000.0,4.0,88.98305084745763,1770,6000,2.0,0,0,5,1770,0,1911,1981,3219 34th Ave W,Seattle,WA 98199,USA,2.0
537,537,2014-05-12 00:00:00,1264000.0,4.0,90.54441260744986,3490,9170,2.0,0,0,3,3490,0,2012,1912,10442 SE 13th St,Bellevue,WA 98004,USA,3.75
538,538,2014-05-12 00:00:00,301500.0,2.0,181.6265060240964,830,1333,2.0,0,0,3,830,0,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,USA,1.5
539,539,2014-05-12 00:00:00,369000.0,2.0,188.26530612244898,980,895,2.0,0,0,3,670,310,2009,0,1716 California Ave SW,Seattle,WA 98116,USA,2.5
540,540,2014-05-12 00:00:00,635000.0,3.0,134.81953290870487,1570,1433,3.0,0,0,3,1570,0,2010,0,7815 Stroud Ave N,Seattle,WA 98103,USA,2.5
541,541,2014-05-12 00:00:00,1033888.0,4.0,79.04342507645259,3270,5187,2.0,0,0,3,3110,160,2014,0,10774 155th Pl NE,Redmond,WA 98052,USA,3.25
542,542,2014-05-12 00:00:00,383000.0,4.0,44.3287037037037,2160,6223,2.0,0,0,3,2160,0,2010,0,22442-22446 Southeast 281st Court,Maple Valley,WA 98038,USA,2.5
543,543,2014-05-12 00:00:00,1050000.0,4.0,80.03048780487805,3280,11000,2.0,0,0,3,2320,960,2008,0,1313 4th St,Kirkland,WA 98033,USA,3.75
544,544,2014-05-13 00:00:00,455000.0,4.0,33.854166666666664,3360,7685,2.0,0,0,3,3360,0,2001,0,18416 172nd Ct SE,Renton,WA 98058,USA,2.5
545,545,2014-05-13 00:00:00,819900.0,5.0,52.05714285714286,3150,7119,2.0,0,0,3,3150,0,2013,1923,8082-8160 142nd Ave NE,Redmond,WA 98052,USA,2.75
546,546,2014-05-13 00:00:00,625000.0,3.0,115.1012891344383,1810,1846,2.0,0,0,4,1440,370,2009,0,512-598 21st Ave,Seattle,WA 98122,USA,3.5
547,547,2014-05-13 00:00:00,651000.0,4.0,59.3978102189781,2740,7140,2.0,0,0,3,2740,0,1993,0,2476 239th Pl NE,Sammamish,WA 98074,USA,2.5
548,548,2014-05-13 00:00:00,480000.0,5.0,25.065274151436032,3830,35000,1.0,0,0,3,2130,1700,1976,0,18125 194th Ave NE,Woodinville,WA 98077,USA,4.75
549,549,2014-05-13 00:00:00,757000.0,3.0,79.10135841170325,3190,5283,2.0,0,0,3,3190,0,2007,0,2065 NE Nelson Ln,Issaquah,WA 98029,USA,3.25
550,550,2014-05-13 00:00:00,460000.0,3.0,65.2482269503546,2350,10450,1.0,0,0,3,1390,960,1977,2004,15801 63rd Ave NE,Kenmore,WA 98028,USA,2.25
551,551,2014-05-13 00:00:00,267345.0,4.0,26.627988047808763,2510,8165,1.0,0,0,4,1610,900,1972,0,2831 SW 327th St,Federal Way,WA 98023,USA,2.25
552,552,2014-05-13 00:00:00,530000.0,2.0,157.73809523809524,1680,4950,1.0,0,0,3,1680,0,2006,0,23726 NE 134th Pl,Redmond,WA 98053,USA,2.0
553,553,2014-05-13 00:00:00,449500.0,3.0,84.65160075329567,1770,6610,1.0,0,0,4,960,810,1954,1979,19293 Stone Ave N,Shoreline,WA 98133,USA,2.0
554,554,2014-05-13 00:00:00,289000.0,3.0,88.37920489296636,1090,7315,1.0,0,0,5,1090,0,1981,0,4018 NE 6th Ct,Renton,WA 98056,USA,1.0
555,555,2014-05-13 00:00:00,373000.0,5.0,24.85838053982006,3001,5710,2.0,0,0,3,3001,0,2006,0,25523 123rd Pl SE,Kent,WA 98030,USA,2.5
556,556,2014-05-13 00:00:00,525000.0,5.0,42.857142857142854,2450,4591,2.0,0,0,3,2450,0,1994,0,7349 24th Ave NW,Seattle,WA 98117,USA,3.0
557,557,2014-05-13 00:00:00,777000.0,3.0,71.74515235457064,3610,59677,2.0,0,0,3,2440,1170,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,USA,3.25
558,558,2014-05-13 00:00:00,550000.0,4.0,61.111111111111114,2250,7500,1.0,0,0,5,1200,1050,1956,0,2448 137th Ave SE,Bellevue,WA 98005,USA,2.0
559,559,2014-05-13 00:00:00,523000.0,3.0,140.59139784946237,1240,7735,1.0,0,0,4,1240,0,1957,2001,1020 163rd Ave SE,Bellevue,WA 98008,USA,1.5
560,560,2014-05-13 00:00:00,628000.0,4.0,69.46902654867256,2260,6000,1.0,0,0,3,1430,830,1958,2004,8028 27th Ave NE,Seattle,WA 98115,USA,2.0
561,561,2014-05-13 00:00:00,581000.0,4.0,69.49760765550239,2090,8164,1.0,0,0,4,1070,1020,1963,0,7408 138th Pl NE,Redmond,WA 98052,USA,1.75
562,562,2014-05-13 00:00:00,245000.0,5.0,24.257425742574256,2020,7902,1.0,0,0,3,1220,800,1962,2003,10412 Aqua Way S,Seattle,WA 98168,USA,1.75
563,563,2014-05-13 00:00:00,415000.0,3.0,70.578231292517,1960,5000,1.0,0,0,5,980,980,1911,1984,4958 12th Ave S,Seattle,WA 98108,USA,1.75
564,564,2014-05-13 00:00:00,1895000.0,5.0,121.47435897435898,3120,16672,2.0,0,0,4,3120,0,1969,0,9045 NE 40th Pl,Yarrow Point,WA 98004,USA,2.25
565,565,2014-05-13 00:00:00,225000.0,3.0,60.0,1250,7500,1.0,0,0,3,1250,0,1967,2011,1405 E Maple St,Kent,WA 98030,USA,1.5
566,566,2014-05-13 00:00:00,287000.0,3.0,64.20581655480984,1490,9600,1.0,0,0,4,1170,320,1987,0,27020 NE Ring St,Duvall,WA 98019,USA,2.25
567,567,2014-05-13 00:00:00,799200.0,6.0,46.089965397923876,2890,2370,2.5,0,0,3,2290,600,1906,2014,420 Boylston Ave E,Seattle,WA 98102,USA,3.0
568,568,2014-05-13 00:00:00,239950.0,3.0,42.09649122807018,1900,33888,1.5,0,0,4,1900,0,1942,1982,36400-36452 51st Ave S,Auburn,WA 98001,USA,1.0
569,569,2014-05-13 00:00:00,591000.0,3.0,117.26190476190476,1680,2400,1.0,0,0,5,870,810,1922,1956,1600-1608 25th Ave,Seattle,WA 98122,USA,1.75
570,570,2014-05-13 00:00:00,700000.0,3.0,114.94252873563218,2030,8398,2.0,0,0,4,2030,0,1975,0,18307 NE 19th Pl,Bellevue,WA 98008,USA,2.5
571,571,2014-05-13 00:00:00,475000.0,4.0,31.75133689839572,3740,8700,1.0,0,0,3,2260,1480,2004,2003,16700 SE 161st St,Renton,WA 98058,USA,2.5
572,572,2014-05-13 00:00:00,575000.0,3.0,121.30801687763713,1580,11750,1.0,0,0,4,1180,400,1951,1999,5461 S Othello St,Seattle,WA 98118,USA,1.75
573,573,2014-05-13 00:00:00,771000.0,3.0,144.38202247191012,1780,6120,1.5,0,0,4,1390,390,1927,0,171 Lake Washington Blvd,Seattle,WA 98122,USA,2.25
574,574,2014-05-13 00:00:00,155000.0,2.0,85.16483516483517,910,6232,1.0,0,0,3,910,0,1943,2002,4812 S Chicago St,Seattle,WA 98118,USA,1.0
575,575,2014-05-13 00:00:00,550000.0,7.0,22.840531561461795,3440,8100,2.0,0,0,3,3440,0,1970,2014,718 N 95th St,Seattle,WA 98103,USA,4.0
576,576,2014-05-13 00:00:00,645000.0,3.0,123.5632183908046,1740,13750,2.0,0,0,4,1740,0,1975,0,1673 Rosemont Blvd,Bellevue,WA 98008,USA,2.5
577,577,2014-05-13 00:00:00,464000.0,5.0,27.294117647058822,3400,8970,1.0,0,0,4,1700,1700,1959,0,14700 Burke Ave N,Shoreline,WA 98133,USA,2.5
578,578,2014-05-13 00:00:00,1050000.0,4.0,59.65909090909091,4400,16625,2.0,0,0,3,4400,0,2003,0,27747 SE 24th Way,Sammamish,WA 98075,USA,3.25
579,579,2014-05-13 00:00:00,350000.0,3.0,58.043117744610285,2010,14298,2.0,0,0,3,2010,0,1977,2004,10711 SW 111th Pl,Vashon,WA 98070,USA,2.5
580,580,2014-05-13 00:00:00,591000.0,4.0,54.52029520295203,2710,38180,2.0,0,0,4,2710,0,1977,0,19615 182nd Ave NE,Woodinville,WA 98077,USA,2.25
581,581,2014-05-13 00:00:00,2555000.0,4.0,120.51886792452831,5300,26211,2.0,1,2,2,4570,730,1923,0,4437 55th Ave NE,Seattle,WA 98105,USA,2.5
582,582,2014-05-13 00:00:00,717000.0,3.0,182.44274809160305,1310,3880,1.0,0,0,3,1090,220,1956,2001,7325 Earl Ave NW,Seattle,WA 98117,USA,1.5
583,583,2014-05-13 00:00:00,225000.0,4.0,28.846153846153847,1950,12559,1.5,0,0,3,1950,0,1939,1969,4030-4198 S 186th St,SeaTac,WA 98188,USA,1.5
584,584,2014-05-13 00:00:00,225000.0,3.0,72.11538461538461,1040,6535,1.0,0,0,3,1040,0,1947,2012,12446 21st Ave S,Seattle,WA 98168,USA,1.0
585,585,2014-05-13 00:00:00,345000.0,3.0,105.5045871559633,1090,7200,1.0,0,0,3,1090,0,1968,1997,12033 NE 136th Pl,Kirkland,WA 98034,USA,1.75
586,586,2014-05-13 00:00:00,230000.0,2.0,176.92307692307693,650,5360,1.0,0,0,4,650,0,1931,0,13540 Burke Ave N,Seattle,WA 98133,USA,0.75
587,587,2014-05-13 00:00:00,385000.0,3.0,86.71171171171171,1480,6600,1.0,0,2,3,740,740,1943,2002,4115 SW 106th St,Seattle,WA 98146,USA,2.0
588,588,2014-05-13 00:00:00,90000.0,2.0,56.962025316455694,790,2640,1.0,0,0,3,790,0,1973,2013,14710 122nd Pl NE,Kirkland,WA 98034,USA,1.0
589,589,2014-05-13 00:00:00,860000.0,4.0,60.39325842696629,3560,11119,1.0,0,2,3,2290,1270,1986,0,3883 112th Ave NE,Bellevue,WA 98004,USA,2.5
590,590,2014-05-13 00:00:00,675000.0,4.0,56.25,3000,5548,2.0,0,0,3,3000,0,2006,0,11409 SE 71st Pl,Newcastle,WA 98056,USA,2.5
591,591,2014-05-13 00:00:00,975000.0,4.0,69.84240687679083,3490,7494,2.0,0,3,3,3490,0,2000,0,4902 159th Pl SE,Bellevue,WA 98006,USA,2.5
592,592,2014-05-13 00:00:00,780000.0,3.0,111.11111111111111,2340,10495,1.0,0,0,4,2340,0,1967,0,8421 SE 72nd Pl,Mercer Island,WA 98040,USA,1.75
593,593,2014-05-13 00:00:00,370000.0,3.0,74.74747474747475,1650,8254,1.0,0,0,5,1060,590,1951,0,18015 25th Ave NE,Shoreline,WA 98155,USA,1.75
594,594,2014-05-13 00:00:00,665000.0,3.0,114.26116838487972,1940,5820,1.5,0,0,5,1150,790,1944,0,324 NW 48th St,Seattle,WA 98107,USA,2.0
595,595,2014-05-13 00:00:00,675000.0,5.0,39.589442815249264,3410,9600,1.0,0,0,4,1870,1540,1968,0,2830 177th Ave NE,Redmond,WA 98052,USA,3.0
596,596,2014-05-13 00:00:00,620000.0,3.0,120.85769980506822,1710,4050,1.5,0,0,3,1710,0,1909,2004,6101-6149 Corliss Ave N,Seattle,WA 98103,USA,1.0
597,597,2014-05-13 00:00:00,1105000.0,4.0,100.82116788321167,2740,4000,2.0,0,0,5,1930,810,1905,0,1707-1713 3rd Ave N,Seattle,WA 98109,USA,1.5
598,598,2014-05-13 00:00:00,450000.0,3.0,120.0,1250,892,2.0,0,0,3,1040,210,2010,0,2301 California Ave SW,Seattle,WA 98116,USA,2.75
599,599,2014-05-13 00:00:00,450000.0,3.0,61.224489795918366,2450,42180,1.0,0,0,4,2450,0,1978,2000,17081-17183 SE Wax Rd,Covington,WA 98042,USA,2.25
600,600,2014-05-13 00:00:00,530000.0,3.0,104.53648915187377,1690,8190,1.0,0,0,4,1690,0,1958,1972,2711 126th Ave SE,Bellevue,WA 98005,USA,1.75
601,601,2014-05-13 00:00:00,635000.0,4.0,81.41025641025641,1950,13320,1.0,0,0,4,1370,580,1969,0,15018 NE 10th Pl,Bellevue,WA 98007,USA,1.75
602,602,2014-05-13 00:00:00,580000.0,5.0,50.65502183406114,2290,7125,1.0,0,0,3,1190,1100,1964,2000,16541 NE 27th Pl,Bellevue,WA 98008,USA,2.0
603,603,2014-05-13 00:00:00,1550000.0,5.0,91.98813056379822,3370,17458,1.0,0,2,5,2000,1370,1982,0,8126-8196 Forest Ave SE,Mercer Island,WA 98040,USA,3.25
604,604,2014-05-13 00:00:00,285000.0,3.0,87.1559633027523,1090,8640,1.0,0,0,4,1090,0,1973,0,16014 16th Ave SW,Burien,WA 98166,USA,1.0
605,605,2014-05-13 00:00:00,375000.0,3.0,105.04201680672269,1190,9486,1.0,0,0,4,1190,0,1953,1983,217 SW 191st St,Normandy Park,WA 98166,USA,1.0
606,606,2014-05-13 00:00:00,1400000.0,5.0,79.3201133144476,3530,7924,2.0,0,0,3,3530,0,2001,0,2278 72nd Ave SE,Mercer Island,WA 98040,USA,4.25
607,607,2014-05-13 00:00:00,560000.0,3.0,129.62962962962962,1440,5000,2.0,0,0,3,1440,0,1910,2006,6206 Phinney Ave N,Seattle,WA 98103,USA,1.0
608,608,2014-05-13 00:00:00,405000.0,4.0,46.444954128440365,2180,13529,1.0,0,0,3,1090,1090,1956,2001,16722 32nd Pl NE,Lake Forest Park,WA 98155,USA,1.75
609,609,2014-05-13 00:00:00,413000.0,4.0,73.22695035460993,1410,6000,1.0,0,0,3,810,600,1925,2002,4118 32nd Ave SW,Seattle,WA 98126,USA,1.0
610,610,2014-05-13 00:00:00,287600.0,3.0,49.162393162393165,1950,8251,2.0,0,0,3,1950,0,1990,2009,4222 S 288th Pl,Auburn,WA 98001,USA,2.5
611,611,2014-05-13 00:00:00,1680000.0,5.0,69.1358024691358,4860,23723,2.0,0,2,4,3820,1040,1989,0,9250 SE 36th Pl,Mercer Island,WA 98040,USA,3.25
612,612,2014-05-13 00:00:00,225000.0,3.0,45.18072289156626,1660,7210,1.0,0,0,3,1100,560,1963,2008,29140 42nd Ave S,Auburn,WA 98001,USA,1.0
613,613,2014-05-13 00:00:00,319000.0,3.0,76.49880095923261,1390,12823,1.0,0,0,4,1390,0,1968,0,15846 196th Pl NE,Woodinville,WA 98077,USA,1.0
614,614,2014-05-13 00:00:00,322500.0,3.0,79.62962962962963,1350,14200,1.0,0,0,3,1350,0,1989,0,14405 274th Ct NE,Duvall,WA 98019,USA,2.0
615,615,2014-05-13 00:00:00,570000.0,3.0,124.18300653594771,1530,5401,1.0,0,0,4,1530,0,1937,0,7741 22nd Ave NE,Seattle,WA 98115,USA,2.0
616,616,2014-05-13 00:00:00,465000.0,3.0,122.04724409448819,1270,5112,1.0,0,0,3,1270,0,1950,2005,3616 NE 65th St,Seattle,WA 98115,USA,1.5
617,617,2014-05-13 00:00:00,435000.0,4.0,50.8177570093458,2140,6355,2.0,0,0,3,2140,0,2002,0,7125 Silent Creek Ave SE,Snoqualmie,WA 98065,USA,2.25
618,618,2014-05-13 00:00:00,502000.0,4.0,61.51960784313726,2040,5616,2.0,0,0,3,2040,0,2012,1912,7617 NE 201st Pl,Kenmore,WA 98028,USA,2.5
619,619,2014-05-13 00:00:00,525000.0,3.0,60.84840055632824,2876,5086,2.0,0,0,3,2360,516,2007,0,12467 NE 171st Pl,Woodinville,WA 98072,USA,3.5
620,620,2014-05-13 00:00:00,525000.0,3.0,110.75949367088607,1580,1161,2.0,0,0,3,1010,570,2008,0,213 26th Ave E,Seattle,WA 98112,USA,2.5
621,621,2014-05-13 00:00:00,660000.0,4.0,48.529411764705884,3400,5196,2.0,0,0,3,3400,0,2012,1912,9314 Ash Ave SE,Snoqualmie,WA 98065,USA,3.5
622,622,2014-05-13 00:00:00,870000.0,4.0,61.78977272727273,3520,6773,2.5,0,0,3,2650,870,2006,0,7921 45th Ave SW,Seattle,WA 98136,USA,2.5
623,623,2014-05-13 00:00:00,650000.0,4.0,73.52941176470588,2210,4861,2.0,0,0,3,2210,0,2013,1923,615 NW 92nd St,Seattle,WA 98117,USA,2.5
624,624,2014-05-13 00:00:00,505000.0,4.0,45.25089605734767,2790,5602,2.0,0,0,3,2790,0,2009,0,5138 NE 8th St,Renton,WA 98059,USA,2.5
625,625,2014-05-13 00:00:00,330000.0,3.0,75.86206896551724,1450,5008,1.0,0,0,3,840,610,2007,0,6544 18th Ave SW,Seattle,WA 98106,USA,2.5
626,626,2014-05-14 00:00:00,385000.0,4.0,59.41358024691358,1620,4980,1.0,0,0,4,860,760,1947,1988,10037 Interlake Ave N,Seattle,WA 98133,USA,1.75
627,627,2014-05-14 00:00:00,306000.0,3.0,83.60655737704919,1220,1086,3.0,0,0,3,1220,0,2007,0,353 N 105th St,Seattle,WA 98133,USA,1.5
628,628,2014-05-14 00:00:00,546000.0,3.0,91.0,2000,5000,1.0,0,0,4,1110,890,1921,0,7730 33rd Ave NW,Seattle,WA 98117,USA,1.75
629,629,2014-05-14 00:00:00,925000.0,4.0,105.59360730593608,2190,7350,2.5,0,0,5,2190,0,1958,0,3446 77th Ave SE,Mercer Island,WA 98040,USA,2.5
630,630,2014-05-14 00:00:00,542000.0,4.0,71.3157894736842,1900,8250,1.0,0,0,4,950,950,1955,2009,3810 145th Ave SE,Bellevue,WA 98006,USA,1.75
631,631,2014-05-14 00:00:00,800000.0,3.0,156.86274509803923,1700,4400,1.5,0,0,4,1700,0,1906,1990,1109 32nd Ave,Seattle,WA 98122,USA,1.0
632,632,2014-05-14 00:00:00,620000.0,5.0,48.818897637795274,2540,3832,2.0,0,0,5,1760,780,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA,2.5
633,633,2014-05-14 00:00:00,175000.0,2.0,74.78632478632478,1170,8925,1.0,0,2,3,1170,0,1911,1979,921 S 223rd St,Des Moines,WA 98198,USA,1.0
634,634,2014-05-14 00:00:00,740000.0,5.0,25.632144094215448,5774,31675,1.0,0,2,3,4490,1284,1984,0,28511 10th Ave S,Federal Way,WA 98003,USA,5.0
635,635,2014-05-14 00:00:00,345000.0,3.0,54.24528301886792,2120,15003,2.0,0,0,3,2120,0,1984,0,14319 165th Pl SE,Renton,WA 98059,USA,2.25
636,636,2014-05-14 00:00:00,510000.0,3.0,78.3410138248848,2170,26460,1.0,0,0,3,1450,720,1986,0,721 222nd Pl NE,Sammamish,WA 98074,USA,1.75
637,637,2014-05-14 00:00:00,530000.0,4.0,54.08163265306123,2450,15002,1.0,0,0,5,2450,0,1974,0,404 SW 197th St,Normandy Park,WA 98166,USA,2.75
638,638,2014-05-14 00:00:00,155000.0,2.0,110.71428571428571,700,5200,1.0,0,0,5,700,0,1952,1998,475-547 Monroe Ave NE,Renton,WA 98056,USA,1.0
639,639,2014-05-14 00:00:00,266000.0,3.0,49.81273408239701,1780,7214,1.0,0,0,4,1400,380,1986,0,26205 119th Dr SE,Kent,WA 98030,USA,2.5
640,640,2014-05-14 00:00:00,257200.0,3.0,46.34234234234234,1850,8250,1.0,0,0,4,1150,700,1952,0,200 Pike St SE,Auburn,WA 98002,USA,2.0
641,641,2014-05-14 00:00:00,265000.0,3.0,56.26326963906582,1570,5706,1.0,0,0,3,1570,0,1998,2006,11549 SE 319th Pl,Auburn,WA 98092,USA,2.0
642,642,2014-05-14 00:00:00,372220.0,3.0,96.18087855297158,1290,5500,1.0,0,0,3,980,310,1951,1994,4607 SW Cloverdale St,Seattle,WA 98136,USA,1.0
643,643,2014-05-14 00:00:00,337500.0,5.0,39.705882352941174,1700,7314,1.0,0,0,3,1000,700,1956,2001,6000-6048 22nd Ave S,Seattle,WA 98108,USA,2.0
644,644,2014-05-14 00:00:00,582500.0,2.0,251.29421915444348,1159,4800,1.0,0,0,3,1159,0,1948,1994,4254 33rd Ave W,Seattle,WA 98199,USA,1.5
645,645,2014-05-14 00:00:00,489200.0,3.0,88.14414414414415,1850,9600,1.5,0,0,5,1850,0,1965,0,8622 NE 139th St,Kirkland,WA 98034,USA,2.75
646,646,2014-05-14 00:00:00,405100.0,2.0,241.13095238095238,840,3522,1.0,0,0,3,840,0,1947,2012,2901 W Elmore St,Seattle,WA 98199,USA,1.0
647,647,2014-05-14 00:00:00,372977.0,3.0,73.56548323471401,1690,1618,2.0,0,0,3,1150,540,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA,2.5
648,648,2014-05-14 00:00:00,310000.0,3.0,98.41269841269842,1050,9876,1.0,0,0,3,1050,0,1953,0,18527 Kenlake Pl NE,Kenmore,WA 98028,USA,1.0
649,649,2014-05-14 00:00:00,538000.0,3.0,128.0952380952381,1400,3825,1.5,0,0,4,1100,300,1904,0,6917 28th Ave NW,Seattle,WA 98117,USA,1.75
650,650,2014-05-14 00:00:00,1400000.0,3.0,183.00653594771242,2550,7200,2.0,0,2,3,2550,0,1981,2013,316 Lake Washington Blvd S,Seattle,WA 98144,USA,2.5
651,651,2014-05-14 00:00:00,317000.0,3.0,57.427536231884055,1840,5011,2.0,0,0,3,1840,0,2012,1912,21560 SE 275th Ct,Maple Valley,WA 98038,USA,2.5
652,652,2014-05-14 00:00:00,702500.0,3.0,99.2231638418079,2360,6750,2.0,0,0,5,1930,430,1926,0,2145 N 88th St,Seattle,WA 98103,USA,1.5
653,653,2014-05-14 00:00:00,565000.0,4.0,63.058035714285715,2240,14667,2.0,0,0,4,2240,0,1989,0,13547 SE 83rd St,Newcastle,WA 98059,USA,2.5
654,654,2014-05-14 00:00:00,723000.0,4.0,66.94444444444444,2700,4004,2.0,0,0,3,2700,0,2004,2003,2363 30th Ave NE,Issaquah,WA 98029,USA,2.5
655,655,2014-05-14 00:00:00,766950.0,3.0,84.37293729372938,3030,30007,1.5,0,0,4,3030,0,1992,0,15905 Saybrook Dr NE,Woodinville,WA 98077,USA,2.5
656,656,2014-05-14 00:00:00,682000.0,3.0,124.22586520947176,1830,5120,1.5,0,2,5,1830,0,1903,0,322 16th Ave,Seattle,WA 98122,USA,1.75
657,657,2014-05-14 00:00:00,325000.0,3.0,48.7987987987988,2220,6049,2.0,0,0,4,2220,0,1990,0,11909 SE 228th Pl,Kent,WA 98031,USA,2.5
658,658,2014-05-14 00:00:00,543000.0,3.0,86.60287081339713,2090,7640,1.0,0,0,3,1360,730,1962,2014,14836 Densmore Ave N,Shoreline,WA 98133,USA,2.5
659,659,2014-05-14 00:00:00,525000.0,3.0,109.375,1600,6120,1.5,0,0,3,1600,0,1924,2011,7557 35th Ave NE,Seattle,WA 98115,USA,1.75
660,660,2014-05-14 00:00:00,364000.0,4.0,45.27363184079602,2010,8625,1.0,0,0,4,1340,670,1957,2001,16501-16515 Carlyle Hall Rd N,Shoreline,WA 98133,USA,1.75
661,661,2014-05-14 00:00:00,394475.0,2.0,237.6355421686747,830,4000,1.0,0,0,3,830,0,1955,2005,8715 17th Ave NW,Seattle,WA 98117,USA,1.0
662,662,2014-05-14 00:00:00,316000.0,4.0,39.30348258706468,2010,7226,2.0,0,0,3,2010,0,1995,0,1522 55th Ct SE,Auburn,WA 98092,USA,2.5
663,663,2014-05-14 00:00:00,339950.0,3.0,107.92063492063492,1050,5402,1.5,0,0,4,1050,0,1906,1990,1807 17th Ave S,Seattle,WA 98144,USA,1.0
664,664,2014-05-14 00:00:00,486000.0,4.0,56.51162790697674,2150,39449,1.0,0,0,3,1420,730,1978,0,5242 336th Ave SE,Fall City,WA 98024,USA,2.5
665,665,2014-05-14 00:00:00,160000.0,3.0,62.01550387596899,860,11900,1.0,0,0,4,860,0,1963,0,27204 116th Pl SE,Kent,WA 98030,USA,1.0
666,666,2014-05-14 00:00:00,930000.0,3.0,100.0,3100,20553,1.0,0,0,3,3100,0,1954,2005,1456 NW 185th St,Shoreline,WA 98177,USA,2.5
667,667,2014-05-14 00:00:00,139000.0,3.0,42.121212121212125,1100,17334,1.0,0,0,3,1100,0,1978,0,33610 51st Ave S,Auburn,WA 98001,USA,1.0
668,668,2014-05-14 00:00:00,562000.0,3.0,102.367941712204,1830,8000,1.0,0,0,4,1830,0,1957,2001,920 163rd Ave SE,Bellevue,WA 98008,USA,1.5
669,669,2014-05-14 00:00:00,299000.0,2.0,119.6,1250,34395,1.0,0,0,4,1250,0,1950,1983,1400 S 359th St,Federal Way,WA 98003,USA,1.75
670,670,2014-05-14 00:00:00,511000.0,3.0,93.58974358974359,1820,4883,2.0,0,0,3,1820,0,2005,0,14800-14822 88th Ave NE,Kenmore,WA 98028,USA,2.5
671,671,2014-05-14 00:00:00,499000.0,3.0,79.58532695374801,2090,42689,1.5,0,0,3,2090,0,1959,1998,30004 SE Lake Retreat S Dr,Ravensdale,WA 98051,USA,2.0
672,672,2014-05-14 00:00:00,356000.0,3.0,56.507936507936506,2100,12384,2.0,0,0,3,2100,0,1980,0,14937 57th Ave S,Tukwila,WA 98168,USA,3.5
