city,bedrooms,date,price,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,statezip,country
Seattle,4.0,2014-06-09 00:00:00,550000.0,2.5,2700,5100,1.0,0,0,4,1440,1260,1968,0,3946 SW Portland St,WA 98136,USA
Seattle,4.0,2014-06-09 00:00:00,750000.0,3.25,2050,5000,2.0,0,0,4,1370,680,1987,0,427 27th Ave E,WA 98112,USA
Seattle,4.0,2014-06-09 00:00:00,980000.0,2.5,2730,4800,1.5,0,0,5,2230,500,1909,1988,2518 1st Ave W,WA 98119,USA
Seattle,4.0,2014-06-09 00:00:00,240000.0,1.0,1910,16320,1.5,0,0,3,1910,0,1934,1978,9817 26th Ave SW,WA 98106,USA
Seattle,4.0,2014-06-10 00:00:00,571000.0,2.0,2750,7807,1.5,0,0,5,2250,500,1916,0,12042 38th Ave NE,WA 98125,USA
Seattle,4.0,2014-06-10 00:00:00,558000.0,2.0,2180,3870,1.0,0,0,3,1020,1160,1900,2005,729 23rd Ave,WA 98122,USA
Seattle,4.0,2014-06-10 00:00:00,417500.0,1.0,1390,10800,1.5,0,0,4,1390,0,1941,1998,115 NW 132nd St,WA 98177,USA
Seattle,4.0,2014-06-10 00:00:00,480000.0,1.75,2320,4322,1.0,0,0,3,1140,1180,1910,2006,3149 35th Ave S,WA 98144,USA
Seattle,4.0,2014-06-10 00:00:00,870000.0,2.5,3340,12248,2.0,0,1,3,2470,870,1998,2006,1919 Fairmount Ave SW,WA 98126,USA
Seattle,4.0,2014-06-10 00:00:00,566000.0,1.75,2440,5000,1.0,0,0,3,1340,1100,1954,2005,7328 12th Ave NW,WA 98117,USA
Seattle,4.0,2014-06-11 00:00:00,588000.0,2.0,1680,5000,1.0,0,0,3,980,700,1950,2005,7734 39th Ave NE,WA 98115,USA
Seattle,4.0,2014-06-11 00:00:00,800000.0,3.75,2690,4000,2.0,0,3,4,2120,570,1909,1989,2537 11th Ave W,WA 98119,USA
Seattle,4.0,2014-06-11 00:00:00,740000.0,2.75,2490,17833,2.0,0,2,3,1490,1000,1979,2014,12537 41st Ave NE,WA 98125,USA
Seattle,4.0,2014-06-11 00:00:00,465000.0,1.75,1470,5350,1.0,0,0,3,980,490,1955,2005,10424 12th Ave NE,WA 98125,USA
Seattle,4.0,2014-06-11 00:00:00,735000.0,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988,6815 26th Ave NE,WA 98115,USA
Seattle,4.0,2014-06-11 00:00:00,427000.0,1.0,1860,4736,1.5,0,0,1,1860,0,1901,0,2411-2499 E Roy St,WA 98112,USA
Seattle,4.0,2014-06-11 00:00:00,619400.0,2.0,2090,3610,1.5,0,0,5,1790,300,1927,0,8044 14th Avenue Northeast,WA 98115,USA
Seattle,4.0,2014-06-11 00:00:00,813000.0,2.75,3370,6675,1.0,0,3,4,1920,1450,1948,0,1501 33rd Ave S,WA 98144,USA
Seattle,4.0,2014-06-12 00:00:00,350000.0,2.25,2300,4600,1.5,0,0,4,1340,960,1904,0,1517 17th Ave S,WA 98144,USA
Seattle,4.0,2014-06-12 00:00:00,1184000.0,2.5,3200,7500,1.5,0,1,5,1860,1340,1948,1985,7344 50th Ave NE,WA 98115,USA
Seattle,4.0,2014-06-12 00:00:00,1688000.0,2.5,3000,7500,2.0,0,0,3,3000,0,1937,1994,3907 48th Ave NE,WA 98105,USA
Seattle,4.0,2014-06-12 00:00:00,495000.0,2.5,2140,7245,2.0,0,0,3,2140,0,2003,0,633 N 138th St,WA 98133,USA
Seattle,4.0,2014-06-12 00:00:00,656500.0,2.0,2710,4750,1.0,0,0,4,1460,1250,1919,1985,6326 21st Ave NE,WA 98115,USA
Seattle,4.0,2014-06-12 00:00:00,560000.0,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,325 NW 48th St,WA 98107,USA
Seattle,4.0,2014-06-12 00:00:00,594000.0,1.75,1870,5200,2.0,0,0,4,1200,670,1937,0,7542 42nd Ave NE,WA 98115,USA
Seattle,4.0,2014-06-12 00:00:00,430000.0,1.75,1890,6000,1.0,0,0,4,1110,780,1947,1988,13524 22nd Ave NE,WA 98125,USA
Seattle,4.0,2014-06-13 00:00:00,1030000.0,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005,5700-5798 Wallingford Ave N,WA 98103,USA
Seattle,4.0,2014-06-13 00:00:00,775000.0,2.0,3140,10875,1.0,0,1,3,1940,1200,1939,1969,3704 W Lawton St,WA 98199,USA
Seattle,4.0,2014-06-13 00:00:00,513000.0,2.75,2020,7070,1.0,0,0,5,1010,1010,1958,0,9226 36th Ave SW,WA 98126,USA
Seattle,4.0,2014-06-16 00:00:00,1735000.0,2.25,3040,5000,2.0,0,3,4,2080,960,1926,1993,3907 47th Ave NE,WA 98105,USA
Seattle,4.0,2014-06-16 00:00:00,825000.0,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001,1529 45th Ave SW,WA 98116,USA
Seattle,4.0,2014-06-16 00:00:00,418000.0,3.0,2360,6250,1.0,0,2,3,1460,900,1960,2012,9957 Rainier Ave S,WA 98118,USA
Seattle,4.0,2014-06-16 00:00:00,385000.0,1.75,1690,4080,1.0,0,0,4,870,820,1984,0,3405 35th Ave S,WA 98144,USA
Seattle,4.0,2014-06-16 00:00:00,415000.0,2.0,1800,2970,1.0,0,0,4,1000,800,1923,0,7502 15th Ave NE,WA 98115,USA
Seattle,4.0,2014-06-16 00:00:00,375000.0,2.0,1240,3000,1.0,0,0,3,1040,200,1908,1988,549 27th Ave,WA 98122,USA
Seattle,4.0,2014-06-16 00:00:00,1095000.0,4.0,3530,8400,2.0,0,0,5,2630,900,1958,0,2420 30th Ave W,WA 98199,USA
Seattle,4.0,2014-06-16 00:00:00,650000.0,2.75,2610,4160,3.0,0,0,5,1910,700,1910,0,118 N 84th St,WA 98103,USA
Seattle,4.0,2014-06-16 00:00:00,685000.0,3.5,2840,4637,3.0,0,0,3,2840,0,2008,0,546 NE 103rd St,WA 98125,USA
Seattle,4.0,2014-06-17 00:00:00,870000.0,4.25,3010,4887,2.0,0,3,4,1940,1070,1951,1996,8770 Sand Point Way NE,WA 98115,USA
Seattle,4.0,2014-06-17 00:00:00,458000.0,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,4402 4th Ave NE,WA 98105,USA
Seattle,4.0,2014-06-17 00:00:00,547000.0,1.0,1720,2800,1.5,0,0,4,1200,520,1926,1993,6211 27th Ave NE,WA 98115,USA
Seattle,4.0,2014-06-17 00:00:00,1008000.0,3.5,2650,3060,2.0,0,0,3,2060,590,2001,0,2133 N 62nd St,WA 98103,USA
Seattle,4.0,2014-06-17 00:00:00,310000.0,2.0,1870,6000,1.5,0,0,3,1870,0,1956,2001,11750 12th Ave NE,WA 98125,USA
Seattle,4.0,2014-06-17 00:00:00,554000.0,1.0,1120,7104,1.5,0,0,3,1120,0,1946,0,1212 NW 105th St,WA 98177,USA
Seattle,4.0,2014-06-18 00:00:00,825000.0,3.5,3810,9792,2.0,0,0,3,3810,0,1938,2013,11229 37th Ave SW,WA 98146,USA
Seattle,4.0,2014-06-18 00:00:00,855000.0,2.25,2190,4080,2.0,0,0,3,1800,390,1918,0,2536 1st Ave W,WA 98119,USA
Seattle,4.0,2014-06-19 00:00:00,1525000.0,3.25,3620,5131,2.0,0,3,4,2350,1270,1927,0,3283 Conkling Pl W,WA 98119,USA
Seattle,4.0,2014-06-19 00:00:00,1325000.0,2.5,2440,3600,2.5,0,0,4,2440,0,1902,0,400 W Highland Dr,WA 98119,USA
Seattle,4.0,2014-06-19 00:00:00,799000.0,2.5,2590,7910,2.0,0,0,3,2590,0,2001,0,4022 NE 95th St,WA 98115,USA
Seattle,4.0,2014-06-19 00:00:00,1309500.0,4.5,4750,13912,2.0,0,2,3,3600,1150,2005,0,7732 Seward Park Ave S,WA 98118,USA
Seattle,4.0,2014-06-19 00:00:00,756000.0,2.25,2160,5600,1.0,0,0,5,1080,1080,1947,0,2667 11th Ave W,WA 98119,USA
Seattle,4.0,2014-06-19 00:00:00,248000.0,2.0,2080,13510,1.0,0,0,3,1040,1040,1950,2005,6105 S 124th St,WA 98178,USA
Seattle,4.0,2014-06-19 00:00:00,399888.0,2.25,1820,8255,1.5,0,0,4,1320,500,1930,0,1559 N 130th St,WA 98133,USA
Seattle,4.0,2014-06-19 00:00:00,899000.0,2.25,2370,6000,1.0,0,2,3,1440,930,1959,1989,2411 NW Blue Ridge Dr,WA 98177,USA
Seattle,4.0,2014-06-19 00:00:00,549000.0,1.75,1290,3060,2.0,0,0,4,1290,0,1906,1990,742 N 70th St,WA 98103,USA
Seattle,4.0,2014-06-19 00:00:00,618250.0,3.25,2520,3360,1.5,0,0,4,1550,970,1931,0,7019 Brooklyn Ave NE,WA 98115,USA
Seattle,4.0,2014-06-19 00:00:00,646000.0,2.5,2310,4079,2.0,0,0,3,2310,0,2008,0,8903 3rd Ave NW,WA 98117,USA
Seattle,4.0,2014-06-20 00:00:00,480000.0,1.0,2080,5500,1.0,0,0,3,1040,1040,1941,1994,7520 Jones Ave NW,WA 98117,USA
Seattle,4.0,2014-06-20 00:00:00,665900.0,2.25,2870,5453,2.0,0,1,4,2220,650,1926,1993,10030 44th Ave SW,WA 98146,USA
Seattle,4.0,2014-06-20 00:00:00,511500.0,1.0,1360,6000,1.5,0,0,3,1360,0,1917,2009,7714 37th Ave NE,WA 98115,USA
Seattle,4.0,2014-06-20 00:00:00,355000.0,2.5,2040,8265,2.0,0,0,3,2040,0,1996,0,11830 6th Pl SW,WA 98146,USA
Seattle,4.0,2014-06-20 00:00:00,482500.0,3.0,1630,7626,1.0,0,0,5,1110,520,1990,0,12033 20th Ave NE,WA 98125,USA
Seattle,4.0,2014-06-20 00:00:00,489000.0,2.0,2120,11479,1.0,0,0,4,1060,1060,1940,2001,10822-10830 24th Ave NE,WA 98125,USA
Seattle,4.0,2014-06-21 00:00:00,849000.0,2.0,2160,6300,1.5,0,1,4,2160,0,1928,0,4103 Hillcrest Ave SW,WA 98116,USA
Seattle,4.0,2014-06-21 00:00:00,442900.0,1.75,1780,2788,1.0,0,0,4,890,890,1943,0,3423 33rd Ave W,WA 98199,USA
Seattle,4.0,2014-06-23 00:00:00,775000.0,2.5,2300,6158,2.0,0,0,3,2300,0,1999,0,9009 27th Ave NE,WA 98115,USA
Seattle,4.0,2014-06-23 00:00:00,449000.0,2.5,1850,5040,1.0,0,0,3,1230,620,1930,2013,7117 31st Ave SW,WA 98126,USA
Seattle,4.0,2014-06-23 00:00:00,735000.0,2.25,2270,5102,1.0,0,0,5,1340,930,1954,0,3613 40th Ave W,WA 98199,USA
Seattle,4.0,2014-06-23 00:00:00,360000.0,1.5,1720,6417,1.0,0,0,3,1720,0,1953,0,13505 16th Ave NE,WA 98125,USA
Seattle,4.0,2014-06-23 00:00:00,415000.0,2.5,2170,8518,1.0,0,3,3,1350,820,1955,2005,10842 Garden Pl S,WA 98178,USA
Seattle,4.0,2014-06-23 00:00:00,1580000.0,2.5,4570,74487,2.0,0,4,5,4570,0,1948,1985,1249 NW Elford Dr,WA 98177,USA
Seattle,4.0,2014-06-23 00:00:00,450000.0,1.75,2160,4333,1.0,0,0,4,1260,900,1942,1982,8309 24th Ave NW,WA 98117,USA
Seattle,4.0,2014-06-23 00:00:00,1220000.0,3.75,3520,3944,1.5,0,0,5,2200,1320,1913,0,2551 5th Ave N,WA 98109,USA
Seattle,4.0,2014-06-23 00:00:00,569000.0,2.0,1730,3884,1.0,0,0,5,1060,670,1924,1956,720 N 46th St,WA 98103,USA
Seattle,4.0,2014-06-23 00:00:00,800000.0,3.0,3520,4895,1.0,0,0,3,1980,1540,1954,2005,301 NW 54th St,WA 98107,USA
Seattle,4.0,2014-06-24 00:00:00,687500.0,1.75,2330,5000,1.5,0,0,4,1510,820,1929,0,7326 9th Ave NW,WA 98117,USA
Seattle,4.0,2014-06-24 00:00:00,880000.0,2.5,3030,3841,3.0,0,0,3,3030,0,2005,0,6709 9th Ave NW,WA 98117,USA
Seattle,4.0,2014-06-24 00:00:00,339000.0,2.0,2470,5080,1.5,0,0,3,1970,500,1948,1988,7936 10th Ave SW,WA 98106,USA
Seattle,4.0,2014-06-24 00:00:00,941000.0,1.75,2320,3825,1.5,0,0,5,1820,500,1926,0,128 NE 51st St,WA 98105,USA
Seattle,4.0,2014-06-24 00:00:00,230000.0,1.75,1850,6000,1.0,0,0,4,1270,580,1944,0,6909 S 124th St,WA 98178,USA
Seattle,4.0,2014-06-24 00:00:00,343500.0,1.75,1760,6204,1.0,0,2,4,1180,580,1950,1983,11008 Auburn Ave S,WA 98178,USA
Seattle,4.0,2014-06-24 00:00:00,395000.0,1.75,1540,5120,1.0,0,0,5,770,770,1943,0,7350 31st Ave SW,WA 98126,USA
Seattle,4.0,2014-06-24 00:00:00,850000.0,3.0,3330,4000,1.0,0,0,3,1790,1540,1958,2004,4015 Midvale Ave N,WA 98103,USA
Seattle,4.0,2014-06-24 00:00:00,425000.0,1.5,1600,6180,1.5,0,0,3,1600,0,1946,0,3856 38th Ave S,WA 98118,USA
Seattle,4.0,2014-06-25 00:00:00,890000.0,1.0,2550,4000,2.0,0,0,3,2370,180,1905,2010,1816 2nd Ave N,WA 98109,USA
Seattle,4.0,2014-06-25 00:00:00,352000.0,1.0,1530,8890,1.0,0,0,3,980,550,1925,2002,7940 12th Ave SW,WA 98106,USA
Seattle,4.0,2014-06-25 00:00:00,657000.0,2.5,2180,3375,1.5,0,0,4,1420,760,1926,1993,7615 3rd Ave NW,WA 98117,USA
Seattle,4.0,2014-06-25 00:00:00,870000.0,2.75,2840,4000,1.5,0,0,5,1960,880,1912,0,2019 33rd Ave S,WA 98144,USA
Seattle,4.0,2014-06-25 00:00:00,315000.0,2.0,1780,5336,1.5,0,0,5,930,850,1918,0,10200-10216 56th Ave S,WA 98178,USA
Seattle,4.0,2014-06-25 00:00:00,402000.0,2.25,2000,3672,2.0,0,0,5,1650,350,1926,0,6530 21st Ave NW,WA 98117,USA
Seattle,4.0,2014-06-25 00:00:00,650000.0,2.75,1910,16532,1.0,0,0,4,1420,490,1940,2001,9025 26th Ave NW,WA 98117,USA
Seattle,4.0,2014-06-25 00:00:00,450000.0,2.75,2310,5650,1.0,0,2,3,1330,980,1952,2012,9853 Arrowsmith Ave S,WA 98118,USA
Seattle,4.0,2014-06-25 00:00:00,760000.0,2.5,2760,6000,2.0,0,0,5,2230,530,1942,0,8107 31st Ave NE,WA 98115,USA
Seattle,4.0,2014-06-25 00:00:00,680000.0,1.5,1880,6200,1.0,0,2,5,1440,440,1954,0,3973 SW Arroyo Dr,WA 98146,USA
Seattle,4.0,2014-06-25 00:00:00,519000.0,2.5,1950,2617,1.5,0,0,4,1250,700,1910,0,1124 NW 56th St,WA 98107,USA
Seattle,4.0,2014-06-26 00:00:00,440000.0,1.5,1770,5750,2.0,0,0,3,1770,0,1947,2012,4527 48th Ave SW,WA 98116,USA
Seattle,4.0,2014-06-26 00:00:00,270000.0,2.25,2600,9900,1.0,0,0,3,1600,1000,1965,1993,7703 S 128th St,WA 98178,USA
Seattle,4.0,2014-06-26 00:00:00,755000.0,2.75,2880,4000,1.5,0,0,3,2100,780,1912,2000,2101 31st Ave S,WA 98144,USA
Seattle,4.0,2014-06-26 00:00:00,1340000.0,3.5,3190,5040,2.0,0,3,3,2160,1030,2003,0,1120 33rd Ave S,WA 98144,USA
Seattle,4.0,2014-06-26 00:00:00,815000.0,2.75,2620,4743,1.0,0,2,4,1310,1310,1949,1985,3311 NW 75th St,WA 98117,USA
Seattle,4.0,2014-06-26 00:00:00,750000.0,2.75,1750,5080,1.5,0,0,3,1750,0,1903,2005,1447 21st Ave,WA 98122,USA
Seattle,4.0,2014-06-26 00:00:00,900000.0,3.5,3370,5000,2.0,0,2,3,2470,900,2008,0,3460 38th Ave SW,WA 98126,USA
Seattle,4.0,2014-06-26 00:00:00,240000.0,1.0,1200,2171,1.5,0,0,3,1200,0,1933,0,10720 Stone Ave N,WA 98133,USA
Seattle,4.0,2014-06-27 00:00:00,417000.0,2.25,2300,7700,1.0,0,0,3,1380,920,1959,1989,535 NE 117th St,WA 98125,USA
Seattle,4.0,2014-06-27 00:00:00,500000.0,1.0,1440,7100,1.5,0,0,3,1440,0,1906,2014,3006 NW 60th St,WA 98107,USA
Seattle,4.0,2014-06-30 00:00:00,1200000.0,2.0,2120,3360,2.0,0,0,3,2120,0,1905,2010,420 17th Ave E,WA 98112,USA
Seattle,4.0,2014-06-30 00:00:00,669500.0,2.25,2500,4046,1.5,0,0,4,1520,980,1940,2001,8044 20th Ave NW,WA 98117,USA
Seattle,4.0,2014-06-30 00:00:00,490000.0,3.0,2330,3497,2.0,0,0,3,1920,410,2003,0,5294-5296 19th Pl S,WA 98108,USA
Seattle,4.0,2014-06-30 00:00:00,875000.0,1.5,1800,3245,1.5,0,0,4,1800,0,1929,0,2304 N 44th St,WA 98103,USA
Seattle,4.0,2014-06-30 00:00:00,880000.0,2.75,3220,4392,1.5,0,0,4,2320,900,1931,0,5720 Princeton Ave NE,WA 98105,USA
Seattle,4.0,2014-06-30 00:00:00,972000.0,1.75,2010,6300,1.0,0,2,5,1610,400,1937,0,2827 43rd Ave W,WA 98199,USA
Seattle,4.0,2014-06-30 00:00:00,435000.0,2.0,1880,3840,1.0,0,0,3,970,910,1904,0,1101 23rd Ave S,WA 98144,USA
Seattle,4.0,2014-07-01 00:00:00,1198000.0,3.5,3400,3850,2.5,0,0,3,2790,610,2008,0,2303 E Valley St,WA 98112,USA
Seattle,4.0,2014-07-01 00:00:00,691500.0,2.5,2600,7200,2.0,0,0,3,2600,0,1962,2002,9041 49th Ave NE,WA 98115,USA
Seattle,4.0,2014-07-01 00:00:00,955500.0,1.75,2130,5080,1.5,0,0,3,2130,0,1914,1993,2572 5th Ave W,WA 98119,USA
Seattle,4.0,2014-07-01 00:00:00,616000.0,1.75,1700,5846,1.0,0,0,3,1700,0,1957,2000,4003 W Emerson St,WA 98199,USA
Seattle,4.0,2014-07-01 00:00:00,563000.0,1.0,1410,3376,1.5,0,0,5,1410,0,1911,1984,621 NW 44th St,WA 98107,USA
Seattle,4.0,2014-07-01 00:00:00,1695000.0,2.75,3770,10900,2.0,0,2,5,3070,700,1924,1956,3333 S Plum St,WA 98144,USA
Seattle,4.0,2014-07-01 00:00:00,485000.0,1.75,1430,4096,2.0,0,0,3,1430,0,1900,2005,216 20th Ave,WA 98122,USA
Seattle,4.0,2014-07-01 00:00:00,406000.0,1.0,1580,8475,1.5,0,2,4,1580,0,1928,0,10041 64th Ave S,WA 98178,USA
Seattle,4.0,2014-07-01 00:00:00,620000.0,3.0,2130,6325,1.0,0,0,5,1440,690,1948,1985,4002 50th Ave SW,WA 98116,USA
Seattle,4.0,2014-07-01 00:00:00,2300000.0,4.75,3970,9778,2.0,0,2,4,3390,580,1928,0,1323 Willard Ave W,WA 98119,USA
Seattle,4.0,2014-07-01 00:00:00,433000.0,1.5,1550,5053,1.0,0,0,4,1180,370,1963,0,4702 S Juneau St,WA 98118,USA
Seattle,4.0,2014-07-01 00:00:00,581000.0,1.0,1630,2566,1.5,0,0,3,1630,0,1921,2000,1819-1827 25th Ave,WA 98122,USA
Seattle,4.0,2014-07-01 00:00:00,952500.0,1.5,2550,5055,2.0,0,0,4,2550,0,1910,0,1901 25th Ave E,WA 98112,USA
Seattle,4.0,2014-07-01 00:00:00,476000.0,3.0,2890,6885,1.0,0,0,3,1590,1300,1945,2013,6516 43rd Ave NE,WA 98115,USA
Seattle,4.0,2014-07-01 00:00:00,535000.0,1.75,1420,5000,1.5,0,0,4,1420,0,1945,0,3027 NW 67th St,WA 98117,USA
Seattle,4.0,2014-07-01 00:00:00,1356925.0,3.5,4270,5800,2.0,0,3,5,3170,1100,1937,0,3017 42nd Ave W,WA 98199,USA
Seattle,4.0,2014-07-02 00:00:00,255000.0,2.0,2430,8960,1.0,0,0,3,1430,1000,1960,2012,8019 S 117th St,WA 98178,USA
Seattle,4.0,2014-07-02 00:00:00,895000.0,2.25,1950,5950,1.0,0,0,3,1330,620,1947,2012,2220 5th Ave N,WA 98109,USA
Seattle,4.0,2014-07-02 00:00:00,860000.0,1.75,1880,3720,1.5,0,0,4,1880,0,1924,0,15 Raye St,WA 98109,USA
Seattle,4.0,2014-07-02 00:00:00,389000.0,1.75,2400,7700,1.5,0,0,4,1500,900,1927,0,2148 N 115th St,WA 98133,USA
Seattle,4.0,2014-07-02 00:00:00,550000.0,2.75,2160,5005,1.0,0,0,3,1430,730,1987,2000,9417 25th Ave NE,WA 98115,USA
Seattle,4.0,2014-07-02 00:00:00,723000.0,2.25,2430,4748,1.5,0,0,3,1630,800,1928,1954,1503 45th Ave SW,WA 98116,USA
Seattle,4.0,2014-07-02 00:00:00,475000.0,2.0,2100,13468,1.0,0,0,5,1050,1050,1962,0,11719 33rd Pl NE,WA 98125,USA
Seattle,4.0,2014-07-02 00:00:00,1054690.0,3.5,3390,3979,2.0,0,0,3,2610,780,2014,0,3906 W Briarcliff Ln,WA 98199,USA
Seattle,4.0,2014-07-03 00:00:00,554729.0,2.5,2020,4350,2.0,0,0,5,1730,290,1943,0,4109 W Bertona St,WA 98199,USA
Seattle,4.0,2014-07-03 00:00:00,220000.0,1.0,1200,6000,1.5,0,0,3,1200,0,1923,1998,7943 13th Ave SW,WA 98106,USA
Seattle,4.0,2014-07-03 00:00:00,1625000.0,3.25,2980,3600,2.0,0,0,3,2150,830,1999,0,1820 38th Ave E,WA 98112,USA
Seattle,4.0,2014-07-03 00:00:00,633000.0,2.5,2360,10000,1.0,0,3,3,1980,380,1977,2004,3323-3325 33rd Ave SW,WA 98126,USA
Seattle,4.0,2014-07-05 00:00:00,1200000.0,2.5,2700,4275,2.0,0,0,3,2700,0,2004,2003,124 NE 60th St,WA 98115,USA
Seattle,4.0,2014-07-05 00:00:00,1738000.0,2.25,2920,6513,2.0,0,0,4,2260,660,1937,0,1987 Shenandoah Dr E,WA 98112,USA
Seattle,4.0,2014-07-05 00:00:00,671000.0,3.0,3130,5700,1.5,0,0,3,1750,1380,1953,0,4222 NE 72nd St,WA 98115,USA
Seattle,4.0,2014-07-06 00:00:00,1280000.0,2.5,3160,4620,1.5,0,4,3,2020,1140,1917,2005,1730 Walnut Ave SW,WA 98116,USA
Seattle,4.0,2014-07-07 00:00:00,548800.0,1.0,1660,4704,1.5,0,0,3,1260,400,1930,1997,8612 8th Ave NE,WA 98115,USA
Seattle,4.0,2014-07-07 00:00:00,780000.0,2.0,2600,4800,1.0,0,2,3,1400,1200,1953,0,1937 10th Ave W,WA 98119,USA
Seattle,4.0,2014-07-07 00:00:00,631500.0,2.0,2530,5650,1.5,0,0,4,1910,620,1910,0,2900-2998 Fairmount Ave SW,WA 98116,USA
Seattle,4.0,2014-07-07 00:00:00,1450000.0,3.25,3770,4103,2.0,0,0,5,2710,1060,1925,0,410 Wheeler St,WA 98109,USA
Seattle,4.0,2014-07-07 00:00:00,1300000.0,2.25,2360,4000,2.0,0,0,3,2360,0,2013,1923,186 34th Ave E,WA 98112,USA
Seattle,4.0,2014-07-08 00:00:00,368000.0,1.75,2100,11942,1.0,0,0,3,1030,1070,1964,2000,5901-5909 17th Ave SW,WA 98106,USA
Seattle,4.0,2014-07-08 00:00:00,485000.0,2.25,1900,7200,1.0,0,0,3,1370,530,1977,2004,11042 31st Ave SW,WA 98146,USA
Seattle,4.0,2014-07-08 00:00:00,435000.0,2.75,2230,9640,1.0,0,0,3,1320,910,1998,2006,13362 3rd Ave NE,WA 98125,USA
Seattle,4.0,2014-07-08 00:00:00,1050000.0,2.75,2250,3433,1.5,0,0,3,1500,750,1927,2013,2052 Boyer Ave E,WA 98112,USA
Seattle,4.0,2014-07-08 00:00:00,1195000.0,3.5,3960,6654,2.0,0,0,3,2850,1110,2006,0,2905 25th Ave W,WA 98199,USA
Seattle,4.0,2014-07-08 00:00:00,890000.0,2.75,2310,4020,3.0,0,0,5,2310,0,1979,0,1602 32nd Ave,WA 98122,USA
Seattle,4.0,2014-07-08 00:00:00,399500.0,1.75,1360,4840,1.5,0,0,4,1360,0,1928,0,5048 35th Ave SW,WA 98126,USA
Seattle,4.0,2014-07-08 00:00:00,1205000.0,3.5,3150,5500,2.0,0,0,3,3150,0,2014,0,4908 32nd Ave NE,WA 98105,USA
Seattle,4.0,2014-07-08 00:00:00,674600.0,2.5,2610,5140,2.0,0,0,3,2610,0,2006,0,922 N 91st St,WA 98103,USA
Seattle,4.0,2014-07-09 00:00:00,284000.0,1.75,1880,8800,1.0,0,0,3,1130,750,1960,2012,10000-10026 S 100th St,WA 98168,USA
Seattle,4.0,2014-07-09 00:00:00,810000.0,1.75,2000,3988,1.0,0,4,4,1000,1000,1958,1972,1322 Alki Ave SW,WA 98116,USA
Seattle,4.0,2014-07-09 00:00:00,679000.0,2.75,2100,4480,1.5,0,0,4,1780,320,1928,0,5519 31st Ave NE,WA 98105,USA
Seattle,4.0,2014-07-09 00:00:00,1250000.0,2.5,2920,5500,1.0,0,3,3,2030,890,1957,2000,2440 Magnolia Blvd W,WA 98199,USA
Seattle,4.0,2014-07-09 00:00:00,759000.0,1.75,2100,4750,1.0,0,0,3,1340,760,1975,0,5626 Keystone Pl N,WA 98103,USA
Seattle,4.0,2014-07-09 00:00:00,300000.0,1.75,1820,5015,1.0,0,0,4,1190,630,1926,1993,1714 S Pearl St,WA 98108,USA
Seattle,4.0,2014-07-09 00:00:00,550000.0,1.0,1440,3600,1.5,0,0,4,1440,0,1924,0,3822 42nd Ave SW,WA 98116,USA
Seattle,4.0,2014-07-09 00:00:00,625000.0,1.0,1600,5500,1.5,0,0,4,1600,0,1946,1989,9510 28th Ave NW,WA 98117,USA
Seattle,4.0,2014-07-09 00:00:00,900000.0,2.5,2230,4372,2.0,0,0,5,1540,690,1935,0,5641 Keystone Pl N,WA 98103,USA
Seattle,4.0,2014-07-09 00:00:00,749000.0,2.75,2700,6000,2.0,0,0,4,2100,600,1910,0,1925 Walnut Ave SW,WA 98116,USA
Seattle,4.0,2014-07-09 00:00:00,595000.0,3.25,3730,4560,2.0,0,0,3,2760,970,2013,1923,2318 N 60th St,WA 98103,USA
Seattle,4.0,2014-07-09 00:00:00,487000.0,2.5,2540,5001,2.0,0,0,3,2540,0,2005,0,6732 Mars Ave S,WA 98108,USA
Seattle,4.0,2014-07-09 00:00:00,760000.0,2.25,3300,8365,3.0,0,0,3,3300,0,2014,0,7335 35th Ave SW,WA 98126,USA
Seattle,4.0,2014-07-10 00:00:00,350000.0,1.0,1170,8147,1.5,0,0,3,1170,0,1959,1989,3611 NE 137th St,WA 98125,USA
Seattle,4.0,2014-07-10 00:00:00,639000.0,2.0,1840,5419,1.0,0,0,4,920,920,1942,1982,3051 36th Ave W,WA 98199,USA
Seattle,4.0,2014-05-16 00:00:00,254000.0,2.0,1510,4235,1.0,0,0,3,1510,0,1955,2005,3015 S Graham St,WA 98108,USA
Seattle,4.0,2014-05-05 00:00:00,744312.5,2.5,2800,5900,1.0,0,0,3,1660,1140,1963,2008,7052 39th Ave NE,WA 98115,USA
Seattle,4.0,2014-05-05 00:00:00,0.0,2.75,2600,5390,1.0,0,0,4,1300,1300,1960,2001,2120 31st Ave W,WA 98199,USA
Seattle,4.0,2014-05-15 00:00:00,274750.0,2.5,1840,1562,2.0,0,0,3,1400,440,2004,2003,2414 SW Holden St,WA 98106,USA
Seattle,4.0,2014-05-16 00:00:00,135333.333333,1.0,1530,7200,1.5,0,0,3,1400,130,1948,1994,5602 S Avon St,WA 98178,USA
Seattle,4.0,2014-05-16 00:00:00,577437.5,2.5,2110,3750,2.0,0,0,3,2110,0,2000,0,6737 5th Ave NW,WA 98117,USA
