,Unnamed: 0.1,Unnamed: 0,date,price,bedrooms,RATIOD,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,bathrooms
3816,3816,3816,2014-07-02 00:00:00,260000.0,4.0,40.123456790123456,1620,7992,2.0,0,0,4,1620,0,1975,0,23109 125th Ave SE,Kent,WA 98031,USA,2.0
3818,3818,3818,2014-07-02 00:00:00,223000.0,3.0,66.96696696696696,1110,7231,1.0,0,0,4,1110,0,1991,0,22124 112th Pl SE,Kent,WA 98031,USA,2.0
3833,3833,3833,2014-07-02 00:00:00,250000.0,3.0,69.44444444444444,1200,24805,1.0,0,0,3,1200,0,1984,0,10858 SE 200th St,Kent,WA 98031,USA,1.75
3834,3834,3834,2014-07-02 00:00:00,345000.0,5.0,28.163265306122447,2450,6994,2.0,0,0,3,2450,0,2002,0,11207 SE 272nd Pl,Kent,WA 98030,USA,2.5
3846,3846,3846,2014-07-02 00:00:00,339950.0,3.0,47.41283124128312,2390,34041,1.0,0,0,3,1840,550,1984,0,27622 195th Ave SE,Kent,WA 98042,USA,2.5
3857,3857,3857,2014-07-02 00:00:00,394500.0,4.0,32.85309793471019,3002,6042,2.0,0,0,3,3002,0,2004,2003,11619 SE 200th St,Kent,WA 98031,USA,2.5
3861,3861,3861,2014-07-02 00:00:00,330000.0,4.0,39.19239904988124,2105,6093,2.0,0,0,3,2105,0,2003,0,27631-27699 145th Pl SE,Kent,WA 98042,USA,2.5
3869,3869,3869,2014-07-02 00:00:00,253000.0,2.0,96.56488549618321,1310,7128,1.0,0,0,4,940,370,1980,0,11414 SE 230th Pl,Kent,WA 98031,USA,1.0
3891,3891,3891,2014-07-03 00:00:00,304900.0,4.0,29.317307692307693,2600,11325,1.0,0,0,4,1610,990,1969,0,23030 100th Ave SE,Kent,WA 98031,USA,1.75
3897,3897,3897,2014-07-03 00:00:00,342000.0,4.0,37.17391304347826,2300,6448,2.0,0,0,3,2300,0,2001,0,24612 102nd Pl SE,Kent,WA 98030,USA,2.5
3916,3916,3916,2014-07-03 00:00:00,390000.0,4.0,51.31578947368421,1900,76877,1.0,0,0,3,1900,0,2004,2003,17116 SE Covington Sawyer Rd,Kent,WA 98042,USA,2.0
3930,3930,3930,2014-07-03 00:00:00,395000.0,4.0,37.40530303030303,2640,35070,1.5,0,0,3,2640,0,1963,2008,19803 121st Ave SE,Kent,WA 98031,USA,2.75
3945,3945,3945,2014-07-03 00:00:00,100000.0,2.0,75.75757575757575,660,5240,1.0,0,0,4,660,0,1912,1989,749 1st Ave N,Kent,WA 98032,USA,0.75
4034,4034,4034,2014-07-07 00:00:00,300000.0,4.0,35.88516746411483,2090,5195,2.0,0,0,3,2090,0,2007,0,22736 129th Pl SE,Kent,WA 98031,USA,2.5
4072,4072,4072,2014-07-08 00:00:00,300000.0,4.0,34.09090909090909,2200,8065,2.0,0,0,3,2200,0,1998,2006,9526 S 221st Pl,Kent,WA 98031,USA,2.5
4092,4092,4092,2014-07-08 00:00:00,245000.0,3.0,51.041666666666664,1600,2788,2.0,0,0,4,1600,0,1992,0,11539 SE 221st Pl,Kent,WA 98031,USA,2.5
4150,4150,4150,2014-07-08 00:00:00,293000.0,3.0,51.13438045375218,1910,3481,2.0,0,0,3,1910,0,2009,0,19358 114th Pl SE,Kent,WA 98031,USA,2.25
4194,4194,4194,2014-07-09 00:00:00,409124.0,5.0,24.646024096385542,3320,11340,2.0,0,0,4,2480,840,1999,0,14014 SE 236th Pl,Kent,WA 98042,USA,3.25
4267,4267,4267,2014-07-09 00:00:00,215000.0,3.0,59.72222222222222,1200,7280,1.0,0,0,4,1200,0,1967,0,4503 S 256th St,Kent,WA 98032,USA,1.0
4299,4299,4299,2014-07-10 00:00:00,355000.0,3.0,56.08214849921011,2110,4038,2.0,0,0,4,2110,0,1989,0,23884 140th Ln SE,Kent,WA 98042,USA,2.5
4341,4341,4341,2014-05-08 00:00:00,375000.0,6.0,19.494697442295696,3206,5793,2.0,0,0,3,3206,0,2012,1912,25921-25929 35th Pl S,Kent,WA 98032,USA,2.25
4343,4343,4343,2014-06-16 00:00:00,230000.0,3.0,54.76190476190476,1400,6956,1.0,0,0,4,1400,0,1957,2001,10642 SE 200th St,Kent,WA 98031,USA,1.75
4350,4350,4350,2014-07-03 00:00:00,26590000.0,3.0,7511.299435028249,1180,7793,1.0,0,0,4,1180,0,1992,0,12005 SE 219th Ct,Kent,WA 98031,USA,2.0
4367,4367,4367,2014-05-08 00:00:00,292285.714286,3.0,51.549508692416225,1890,13860,1.0,0,0,5,1890,0,1966,0,14405 SE 208th St,Kent,WA 98042,USA,1.75
4379,4379,4379,2014-05-12 00:00:00,268971.875,4.0,28.253348214285715,2380,7066,2.0,0,0,4,2380,0,1997,0,12625 SE 228th Ct,Kent,WA 98031,USA,2.5
4386,4386,4386,2014-05-13 00:00:00,0.0,4.0,0.0,2180,22870,1.0,0,0,4,1280,900,1954,1975,31603 E Lake Morton Dr SE,Kent,WA 98042,USA,1.5
4404,4404,4404,2014-05-20 00:00:00,268971.875,4.0,36.152133736559136,1860,6687,1.0,0,0,4,1220,640,1983,0,22027 117th Ave SE,Kent,WA 98031,USA,2.5
4417,4417,4417,2014-05-23 00:00:00,259585.571429,4.0,33.1104045190051,1960,9898,2.0,0,0,3,1960,0,2001,0,24330 130th Ave SE,Kent,WA 98030,USA,2.5
4456,4456,4456,2014-06-04 00:00:00,132500.0,4.0,21.50974025974026,1540,115434,1.5,0,0,4,1540,0,1923,0,9138 S 208th St,Kent,WA 98031,USA,1.0
4458,4458,4458,2014-06-04 00:00:00,228944.444444,3.0,44.1126097194605,1730,11325,1.0,0,0,5,1730,0,1972,0,23403 120th Ave SE,Kent,WA 98031,USA,1.75
4462,4462,4462,2014-06-05 00:00:00,132250.0,4.0,15.083257299270073,2192,12128,2.0,0,0,3,2192,0,2006,0,26429 106th Ave SE,Kent,WA 98030,USA,2.25
4488,4488,4488,2014-06-12 00:00:00,210614.285714,3.0,31.76686059034691,2210,10119,1.0,0,0,4,1450,760,1966,0,1121 E Guiberson St,Kent,WA 98030,USA,2.5
4512,4512,4512,2014-06-19 00:00:00,220083.333333,3.0,63.79227053130435,1150,8079,1.0,0,0,4,1150,0,1983,0,12021 SE 251 Pl,Kent,WA 98030,USA,1.75
4547,4547,4547,2014-06-26 00:00:00,264270.0,3.0,54.04294478527607,1630,7700,1.0,0,0,3,1120,510,1978,0,9812 S 239th Pl,Kent,WA 98031,USA,2.5
4560,4560,4560,2014-06-30 00:00:00,132250.0,4.0,18.066939890710383,1830,8734,2.0,0,0,4,1830,0,1991,0,12116 SE 261st Ct,Kent,WA 98030,USA,2.25
4569,4569,4569,2014-07-02 00:00:00,268971.875,4.0,34.41298298362334,1954,4805,2.0,0,0,3,1954,0,2005,0,19320 113th Ave SE,Kent,WA 98031,USA,2.5
4594,4594,4594,2014-07-09 00:00:00,210614.285714,3.0,43.60544217681159,1610,7223,2.0,0,0,3,1610,0,1994,0,26306 127th Ave SE,Kent,WA 98030,USA,2.5
