bedrooms,city,date,price,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,statezip,country
5.0,Seattle,2014-06-11 00:00:00,881000.0,3.0,2510,4125,1.5,0,3,5,1590,920,1925,0,540 33rd Ave S,WA 98144,USA
5.0,Clyde Hill,2014-06-12 00:00:00,1325000.0,2.25,3200,20158,1.0,0,0,3,1600,1600,1965,1993,2154-2398 94th Ave NE,WA 98004,USA
5.0,Shoreline,2014-06-12 00:00:00,465250.0,2.0,1940,7642,1.5,0,0,3,1940,0,1957,2000,20028 18th Ave NW,WA 98177,USA
5.0,Seattle,2014-06-12 00:00:00,2250000.0,4.25,4860,9453,1.5,0,1,5,3100,1760,1905,0,173 37th Ave E,WA 98112,USA
5.0,Seattle,2014-06-12 00:00:00,580000.0,2.0,2060,6000,2.0,0,0,3,2060,0,1903,2005,2107 NE 55th St,WA 98105,USA
5.0,Seattle,2014-06-12 00:00:00,599000.0,2.75,2820,4608,1.0,0,0,3,1450,1370,1967,2011,306 NW 82nd St,WA 98117,USA
5.0,Seattle,2014-06-12 00:00:00,445000.0,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,6444 Carleton Ave S,WA 98108,USA
5.0,Renton,2014-06-12 00:00:00,498500.0,2.75,2990,7420,2.0,0,0,3,2990,0,1996,0,4304 NE 7th St,WA 98059,USA
5.0,Seattle,2014-06-12 00:00:00,310000.0,3.0,1880,5000,1.0,0,0,3,1100,780,1997,0,6343 23rd Ave SW,WA 98106,USA
5.0,Redmond,2014-06-12 00:00:00,1240000.0,4.0,4410,14380,2.0,0,0,3,4410,0,2006,0,16416 NE 40th St,WA 98052,USA
5.0,Seattle,2014-06-13 00:00:00,822500.0,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0,512 N 65th St,WA 98103,USA
5.0,Seattle,2014-06-13 00:00:00,1335000.0,2.25,4200,5800,2.5,0,0,4,2910,1290,1906,1990,1024 15th Ave E,WA 98112,USA
5.0,Woodinville,2014-06-13 00:00:00,622500.0,2.75,3320,23760,2.0,0,0,4,2190,1130,1975,0,14523 NE 169th St,WA 98072,USA
5.0,Mercer Island,2014-06-13 00:00:00,975000.0,2.75,3100,10014,1.0,0,2,4,1660,1440,1973,0,9340 Mercerwood Dr,WA 98040,USA
5.0,Seattle,2014-06-13 00:00:00,910000.0,2.5,2350,4000,2.0,0,0,3,2350,0,1993,0,2807 E Aloha St,WA 98112,USA
5.0,Seattle,2014-06-13 00:00:00,1120000.0,1.5,2540,6660,2.0,0,3,4,2340,200,1954,1979,9827 47th Ave SW,WA 98136,USA
5.0,Bellevue,2014-06-13 00:00:00,725000.0,2.5,3210,12000,1.0,0,0,4,1830,1380,1968,0,14404 NE 11th Pl,WA 98007,USA
5.0,Maple Valley,2014-06-13 00:00:00,540000.0,3.0,3610,9775,2.0,0,0,3,3610,0,2003,0,24760 SE 276th Pl,WA 98038,USA
5.0,Issaquah,2014-06-14 00:00:00,850000.0,2.75,2920,11880,1.0,0,0,5,1660,1260,1968,0,1498 Hillside Dr SE,WA 98027,USA
5.0,Bellevue,2014-06-15 00:00:00,506000.0,3.0,2430,8000,1.0,0,0,4,1370,1060,1957,2001,16437 SE 8th St,WA 98008,USA
5.0,Seattle,2014-06-16 00:00:00,300000.0,3.0,1940,6355,1.0,0,0,3,1200,740,2007,0,11720 8th Ave S,WA 98168,USA
5.0,Redmond,2014-06-16 00:00:00,632500.0,2.5,2640,7096,2.0,0,0,3,2640,0,2003,0,9181 226th Pl NE,WA 98053,USA
5.0,Seattle,2014-06-16 00:00:00,378000.0,2.5,2760,8015,1.0,0,0,4,1600,1160,1960,2001,13327 30th Ave NE,WA 98125,USA
5.0,Renton,2014-06-16 00:00:00,429000.0,2.5,2340,4500,2.0,0,0,3,2340,0,2009,0,526 Elma Pl NE,WA 98059,USA
5.0,Duvall,2014-06-16 00:00:00,492500.0,2.5,2570,9962,2.0,0,0,3,2570,0,2006,0,14206 284th Pl NE,WA 98019,USA
5.0,Redmond,2014-06-17 00:00:00,837700.0,2.75,3010,12611,2.0,0,0,3,3010,0,1994,0,10717 179th Ct NE,WA 98052,USA
5.0,Seattle,2014-06-17 00:00:00,560000.0,1.0,1710,9100,1.5,0,0,4,1320,390,1926,1993,7226 36th Ave SW,WA 98126,USA
5.0,Bellevue,2014-06-17 00:00:00,866059.0,3.5,3130,4797,2.0,0,0,3,2570,560,2014,0,15845 SE 44th Ct,WA 98006,USA
5.0,Seattle,2014-06-17 00:00:00,379900.0,3.5,2800,7350,2.0,0,0,3,2800,0,1995,0,8430 8th Ave SW,WA 98106,USA
5.0,Mercer Island,2014-06-17 00:00:00,4668000.0,6.75,9640,13068,1.0,1,4,3,4820,4820,1983,2009,5044 Butterworth Rd,WA 98040,USA
5.0,Bellevue,2014-06-17 00:00:00,580000.0,2.0,2700,10875,1.0,0,0,4,1540,1160,1962,0,620 151st Pl NE,WA 98007,USA
5.0,Normandy Park,2014-06-18 00:00:00,403500.0,2.5,3600,17300,1.0,0,0,4,2410,1190,1968,0,427 SW 174th St,WA 98166,USA
5.0,Seattle,2014-06-18 00:00:00,646000.0,2.75,2870,4461,1.0,0,0,3,1650,1220,1976,0,6316 26th Ave NW,WA 98107,USA
5.0,Auburn,2014-06-18 00:00:00,507000.0,3.25,3850,16249,2.0,0,2,3,3030,820,2002,0,12975-12983 SE 301st St,WA 98092,USA
5.0,Seattle,2014-06-18 00:00:00,650000.0,1.75,1260,4500,1.5,0,0,3,1260,0,1926,2003,830 W Armour St,WA 98119,USA
5.0,Duvall,2014-06-18 00:00:00,562000.0,3.0,2795,15101,2.0,0,0,3,2795,0,1996,0,14308 274th Pl NE,WA 98019,USA
5.0,Kent,2014-06-18 00:00:00,279950.0,1.75,2150,7171,1.0,0,0,4,1460,690,1970,0,23103 125th Ave SE,WA 98031,USA
5.0,Kirkland,2014-06-18 00:00:00,850000.0,3.5,3450,28324,1.0,0,0,5,2350,1100,1972,0,11010 108th Ave NE,WA 98033,USA
5.0,Shoreline,2014-06-18 00:00:00,469000.0,2.5,2240,7543,1.0,0,0,3,1140,1100,1966,1963,20216 12th Ave NW,WA 98177,USA
5.0,Kent,2014-06-18 00:00:00,568450.0,3.5,3260,58806,2.0,0,0,4,3260,0,1969,0,25806 136th Ave SE,WA 98042,USA
5.0,Issaquah,2014-06-18 00:00:00,574950.0,3.25,3160,10000,2.0,0,0,4,3160,0,1980,0,1010 Greenwood Blvd SW,WA 98027,USA
5.0,Sammamish,2014-06-18 00:00:00,615000.0,2.25,2480,12070,2.0,0,0,3,2480,0,1978,0,2206 Sahalee Dr E,WA 98074,USA
5.0,Lake Forest Park,2014-06-18 00:00:00,554000.0,2.25,1870,11411,1.0,0,0,4,1170,700,1961,2001,15871 37th Ave NE,WA 98155,USA
5.0,Renton,2014-06-18 00:00:00,299000.0,2.5,2220,9360,1.0,0,0,4,1110,1110,1968,0,18820 129th Pl SE,WA 98058,USA
5.0,Issaquah,2014-06-19 00:00:00,2200000.0,4.75,5990,10450,2.0,1,4,3,4050,1940,2002,0,5170 NW Sammamish Rd,WA 98027,USA
5.0,Burien,2014-06-19 00:00:00,540500.0,3.75,3090,7415,2.0,0,0,3,3090,0,2014,0,493 S 187th Ln,WA 98148,USA
5.0,Newcastle,2014-06-19 00:00:00,1068000.0,3.5,3990,9938,2.0,0,0,3,3990,0,2001,0,13828 SE 92nd St,WA 98059,USA
5.0,Mercer Island,2014-06-19 00:00:00,1815000.0,3.0,3880,13000,2.0,0,0,3,3880,0,1972,2003,7845 SE 62nd St,WA 98040,USA
5.0,Seattle,2014-06-19 00:00:00,930000.0,2.0,3530,9385,1.5,0,0,3,3530,0,1925,2002,2833 Cascadia Ave S,WA 98144,USA
5.0,Seattle,2014-06-20 00:00:00,547000.0,2.5,2200,4080,1.5,0,0,5,1420,780,1916,0,8007 Fremont Ave N,WA 98103,USA
5.0,Bothell,2014-06-20 00:00:00,436500.0,3.0,3110,12429,1.0,0,0,3,1790,1320,1977,2004,16021-16299 Waynita Way NE,WA 98011,USA
5.0,Bellevue,2014-06-20 00:00:00,681500.0,2.75,3260,11700,1.0,0,0,3,1630,1630,1964,2000,17813 NE 8th Pl,WA 98008,USA
5.0,Seattle,2014-06-20 00:00:00,1300000.0,4.0,3366,7800,2.5,0,2,3,2966,400,1937,1999,2617 W Barrett St,WA 98199,USA
5.0,Seattle,2014-06-20 00:00:00,1462497.0,3.25,3840,4800,3.0,0,3,3,2750,1090,2008,0,1116 33rd Ave S,WA 98144,USA
5.0,Shoreline,2014-06-20 00:00:00,420000.0,2.75,2280,10319,1.0,0,0,3,1300,980,1959,1989,504 NW 175th Ct,WA 98177,USA
5.0,Bellevue,2014-06-20 00:00:00,830000.0,2.25,2780,10192,2.0,0,0,4,2780,0,1978,2000,14111 NE 4th St,WA 98007,USA
5.0,Renton,2014-06-20 00:00:00,359900.0,2.25,2290,7420,1.0,0,0,3,1290,1000,1973,2013,13038 SE 184th Pl,WA 98058,USA
5.0,Renton,2014-06-20 00:00:00,420000.0,3.0,2630,3149,2.0,0,0,3,1670,960,2013,1923,3608 NE Sunset Blvd,WA 98056,USA
5.0,Seattle,2014-06-23 00:00:00,615000.0,2.0,2130,4180,1.5,0,0,5,1270,860,1926,0,3220 44th Ave SW,WA 98116,USA
5.0,Des Moines,2014-06-23 00:00:00,199950.0,2.5,1740,8750,1.0,0,0,4,1740,0,1959,0,23459 27th Ave S,WA 98198,USA
5.0,Woodinville,2014-06-23 00:00:00,831500.0,2.5,4470,35124,2.5,0,0,3,4470,0,1984,0,15002 191st Ave NE,WA 98072,USA
5.0,Bellevue,2014-06-23 00:00:00,905000.0,3.5,3500,10155,2.0,0,0,3,2570,930,1996,0,15563 SE 67th Pl,WA 98006,USA
5.0,Seattle,2014-06-23 00:00:00,664950.0,3.0,3190,7081,1.0,0,2,3,1890,1300,2013,1923,7528 S Laurel St,WA 98178,USA
5.0,Seattle,2014-06-23 00:00:00,515000.0,3.25,2910,5027,2.0,0,0,3,2040,870,2013,1923,1920C SW Brandon St,WA 98106,USA
5.0,Federal Way,2014-06-23 00:00:00,312891.0,3.0,2300,8214,2.0,0,0,3,2300,0,2013,1923,33027 47th Pl S,WA 98001,USA
5.0,Seattle,2014-06-24 00:00:00,2466350.0,4.75,6390,13180,2.0,0,0,3,4560,1830,1940,1996,1239 Parkside Dr E,WA 98112,USA
5.0,Seattle,2014-06-24 00:00:00,317000.0,2.5,2360,11375,1.0,0,0,4,1180,1180,1962,0,6277-6399 S 129th St,WA 98178,USA
5.0,Sammamish,2014-06-24 00:00:00,599000.0,2.75,2730,22572,1.0,0,0,3,2080,650,1968,1992,22631 SE 18th Pl,WA 98075,USA
5.0,Redmond,2014-06-25 00:00:00,739900.0,2.5,2980,5377,2.0,0,0,3,2980,0,2006,0,11931 179th Pl NE,WA 98052,USA
5.0,Bellevue,2014-06-25 00:00:00,905000.0,3.5,3100,10200,1.0,0,4,3,1660,1440,1970,2014,408 172nd Pl NE,WA 98008,USA
5.0,Renton,2014-06-25 00:00:00,589950.0,3.0,2790,19439,1.0,0,3,5,1500,1290,1973,0,18823 SE 216th St,WA 98058,USA
5.0,Seattle,2014-06-25 00:00:00,690500.0,2.0,2000,4211,1.5,0,2,4,1280,720,1908,0,2406 E Helen St,WA 98112,USA
5.0,Seattle,2014-06-25 00:00:00,860000.0,3.25,4500,9648,2.0,0,4,4,3000,1500,1968,0,4209 NE 135th St,WA 98125,USA
5.0,Bellevue,2014-06-25 00:00:00,530000.0,2.25,2140,7910,1.0,0,0,3,1070,1070,1962,2003,227 152nd Pl SE,WA 98007,USA
5.0,Bellevue,2014-06-25 00:00:00,1700000.0,3.5,5850,22885,2.0,0,2,4,4670,1180,1978,2000,9625-9701 SE 5th St,WA 98004,USA
5.0,Bellevue,2014-06-25 00:00:00,744500.0,2.5,2700,16570,1.0,0,0,4,1750,950,1967,0,428 129th Pl NE,WA 98005,USA
5.0,Bellevue,2014-06-25 00:00:00,913888.0,2.25,2370,15512,2.0,0,0,4,2370,0,1981,0,14207 SE 52nd Pl,WA 98006,USA
5.0,Seattle,2014-06-25 00:00:00,957000.0,3.25,3160,5000,2.0,0,2,3,2180,980,2005,0,3700 W Fulton St,WA 98199,USA
5.0,Bellevue,2014-06-25 00:00:00,625000.0,2.5,2700,21208,1.0,0,0,4,1950,750,1955,2009,13987 SE 2nd St,WA 98005,USA
5.0,Pacific,2014-06-25 00:00:00,260000.0,2.5,2025,7760,2.0,0,0,3,2025,0,2007,0,122 Greenlake Pl,WA 98047,USA
5.0,Seattle,2014-06-25 00:00:00,975000.0,3.0,2620,5477,2.0,0,0,3,2620,0,2009,0,3655 NE 73rd St,WA 98115,USA
5.0,Seattle,2014-06-26 00:00:00,690000.0,3.5,2720,7598,2.0,0,0,3,1860,860,1993,0,8921 42nd Ave NE,WA 98115,USA
5.0,Auburn,2014-06-26 00:00:00,254000.0,2.0,2080,16117,1.0,0,0,5,1740,340,1959,0,28830 34th Ave S,WA 98001,USA
5.0,Des Moines,2014-06-26 00:00:00,575000.0,3.0,3690,49709,1.0,0,2,3,2690,1000,1960,2012,23444 10th Ave S,WA 98198,USA
5.0,Maple Valley,2014-06-26 00:00:00,555000.0,3.0,3640,6930,2.0,0,0,3,3640,0,2004,2003,24709 SE 278th St,WA 98038,USA
5.0,Seattle,2014-06-26 00:00:00,1990000.0,3.0,4480,5000,2.5,0,0,5,3420,1060,1902,0,923 14th Ave E,WA 98112,USA
5.0,Burien,2014-06-26 00:00:00,365000.0,2.0,2280,19000,1.5,0,0,3,2280,0,1924,2011,14937 20th Ave SW,WA 98166,USA
5.0,Kirkland,2014-06-26 00:00:00,451000.0,2.75,2830,8925,1.5,0,0,3,2830,0,1967,2011,12112 NE 143rd Pl,WA 98034,USA
5.0,Des Moines,2014-06-26 00:00:00,235000.0,2.5,2500,9583,1.0,0,0,3,1300,1200,1979,2014,1630 S 231st Pl,WA 98198,USA
5.0,Burien,2014-06-26 00:00:00,359000.0,1.75,1940,6654,1.5,0,0,4,1940,0,1953,1983,15212 20th Ave SW,WA 98166,USA
5.0,Auburn,2014-06-27 00:00:00,327000.0,2.75,2400,8050,2.0,0,0,3,2400,0,1998,2006,5020 Quincy Ave SE,WA 98092,USA
5.0,Renton,2014-06-27 00:00:00,350000.0,1.75,2330,14322,1.0,0,0,4,1180,1150,1968,0,13826 SE 141st St,WA 98059,USA
5.0,Redmond,2014-06-27 00:00:00,661500.0,2.5,2500,7200,1.0,0,0,4,1490,1010,1977,0,16426 NE 107th Pl,WA 98052,USA
5.0,Mercer Island,2014-06-27 00:00:00,1195000.0,2.75,3650,13297,2.0,0,0,5,2750,900,1969,0,5912 83rd Pl SE,WA 98040,USA
5.0,Lake Forest Park,2014-06-27 00:00:00,755000.0,2.5,3260,24300,1.5,0,1,4,2310,950,1950,1983,5121 NE 180th St,WA 98155,USA
5.0,Seattle,2014-06-27 00:00:00,523460.0,1.75,1890,5000,1.5,0,0,3,1090,800,1906,2014,1126 NW 58th St,WA 98107,USA
5.0,Seattle,2014-06-27 00:00:00,397000.0,1.0,1170,6757,1.0,0,0,4,800,370,1944,0,14327 24th Ave NE,WA 98125,USA
5.0,Seattle,2014-06-28 00:00:00,585000.0,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0,2500 NE 100th St,WA 98125,USA
5.0,Seattle,2014-06-29 00:00:00,325000.0,2.75,2130,6222,1.0,0,0,3,1300,830,1991,0,4443 S Camano Pl,WA 98118,USA
5.0,Seattle,2014-06-30 00:00:00,1925000.0,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945,2653 Cascadia Ave S,WA 98144,USA
5.0,Seattle,2014-06-30 00:00:00,408000.0,3.25,2820,6589,1.5,0,0,3,2320,500,1906,2014,7403 48th Ave S,WA 98118,USA
5.0,Mercer Island,2014-06-30 00:00:00,1730000.0,3.5,5000,26540,2.0,0,3,3,3410,1590,2008,0,4419 Ferncroft Rd,WA 98040,USA
5.0,Seattle,2014-06-30 00:00:00,765000.0,3.0,2870,5700,1.0,0,0,3,1950,920,1964,2000,4520 Sunnyside Ave N,WA 98103,USA
5.0,Mercer Island,2014-06-30 00:00:00,1510000.0,3.25,4390,11250,2.0,0,0,3,4390,0,2007,0,8442 SE 36th St,WA 98040,USA
5.0,Sammamish,2014-07-01 00:00:00,875000.0,3.5,3840,8279,2.0,0,0,3,3840,0,2001,0,21033 SE 5th St,WA 98074,USA
5.0,Clyde Hill,2014-07-01 00:00:00,3800000.0,5.5,7050,42840,1.0,0,2,4,4320,2730,1978,2000,1365 91st Ave NE,WA 98004,USA
5.0,Sammamish,2014-07-01 00:00:00,739900.0,2.5,3290,5029,2.0,0,0,3,3290,0,2004,2003,3602 212th Pl SE,WA 98075,USA
5.0,Seattle,2014-07-01 00:00:00,600000.0,2.25,2980,7781,1.0,0,0,3,1580,1400,1960,2012,4531 NE 106th St,WA 98125,USA
5.0,Seattle,2014-07-01 00:00:00,1110000.0,3.25,3350,4000,2.0,0,0,4,2510,840,1997,0,4776 34th Ave NE,WA 98105,USA
5.0,Des Moines,2014-07-01 00:00:00,392000.0,2.25,3740,32481,1.5,0,0,3,2240,1500,1958,2004,22835 16th Ave S,WA 98198,USA
5.0,Snoqualmie,2014-07-01 00:00:00,925000.0,5.5,5190,12637,2.0,0,2,3,5190,0,2001,0,6525 Cascade Ave SE,WA 98065,USA
5.0,Issaquah,2014-07-01 00:00:00,500000.0,3.25,3130,12087,2.0,0,0,3,2180,950,1975,0,265 Almak Ct NW,WA 98027,USA
5.0,Bellevue,2014-07-02 00:00:00,675000.0,2.25,2900,10300,1.0,0,0,3,1450,1450,1985,0,14301-14399 SE 63rd St,WA 98006,USA
5.0,Bellevue,2014-07-02 00:00:00,851000.0,3.25,3760,9792,2.0,0,0,3,2550,1210,1984,0,4412 170th Ave SE,WA 98006,USA
5.0,Normandy Park,2014-07-02 00:00:00,519000.0,2.25,2570,13054,1.0,0,1,3,1470,1100,1950,1992,1316 SW 172nd St,WA 98166,USA
5.0,Kent,2014-07-02 00:00:00,345000.0,2.5,2450,6994,2.0,0,0,3,2450,0,2002,0,11207 SE 272nd Pl,WA 98030,USA
5.0,Seattle,2014-07-02 00:00:00,185000.0,1.0,1590,6700,1.5,0,0,3,1090,500,1942,1999,10626 12th Ave SW,WA 98146,USA
5.0,Redmond,2014-07-02 00:00:00,600000.0,2.0,2190,9072,1.0,0,0,5,1110,1080,1965,0,14314 NE 72nd St,WA 98052,USA
5.0,Snoqualmie,2014-07-02 00:00:00,480000.0,2.5,2160,7737,2.0,0,0,3,2160,0,1998,2006,7001 Autumn Ave SE,WA 98065,USA
5.0,Seattle,2014-07-02 00:00:00,660500.0,2.5,2950,5500,1.5,0,0,5,1720,1230,1918,0,2739 31st Ave S,WA 98144,USA
5.0,Seattle,2014-07-02 00:00:00,262000.0,1.0,1870,7800,1.0,0,0,3,1580,290,1962,2003,903 S 101st St,WA 98168,USA
5.0,Auburn,2014-07-03 00:00:00,285000.0,2.5,2270,6300,2.0,0,0,3,2270,0,1995,0,12840 SE 307th Pl,WA 98092,USA
5.0,Mercer Island,2014-07-03 00:00:00,1195000.0,3.0,3420,18129,2.0,0,0,3,2540,880,1952,2005,7657-7801 E Mercer Way,WA 98040,USA
5.0,Seattle,2014-07-03 00:00:00,588000.0,3.0,2190,4900,2.0,0,0,5,1490,700,1940,0,8314 Jones Ave NW,WA 98117,USA
5.0,Burien,2014-07-03 00:00:00,395000.0,1.75,1840,10453,1.0,0,2,3,1360,480,1948,1994,2716 SW 170th St,WA 98166,USA
5.0,Kirkland,2014-07-03 00:00:00,1150000.0,2.5,3580,8921,2.0,0,0,3,3580,0,2000,0,409 20th Ave,WA 98033,USA
5.0,Redmond,2014-07-03 00:00:00,600000.0,2.25,3000,13899,2.0,0,0,4,3000,0,1975,0,17612 NE 30th Pl,WA 98052,USA
5.0,Bothell,2014-07-03 00:00:00,515000.0,3.25,2740,9629,1.0,0,0,5,1390,1350,1977,0,10723 NE 189th St,WA 98011,USA
5.0,Redmond,2014-07-07 00:00:00,861990.0,2.75,3595,5639,2.0,0,0,3,3595,0,2014,0,9622 242nd Way NE,WA 98053,USA
5.0,Seattle,2014-07-07 00:00:00,443000.0,1.75,1650,3000,1.5,0,0,3,1650,0,1902,0,814 20th Ave S,WA 98144,USA
5.0,Kirkland,2014-07-07 00:00:00,475000.0,2.5,2510,8050,1.0,0,0,4,1490,1020,1977,0,12608 NE 134th Pl,WA 98034,USA
5.0,Snoqualmie,2014-07-07 00:00:00,670000.0,2.5,2860,68519,2.0,0,0,5,2860,0,1958,0,37927 SE 82nd Pl,WA 98065,USA
5.0,Kirkland,2014-07-07 00:00:00,665000.0,2.0,2800,17788,1.0,0,0,4,1400,1400,1963,0,7502 132nd Ave NE,WA 98033,USA
5.0,Bellevue,2014-07-08 00:00:00,527700.0,2.5,2820,9375,1.0,0,0,4,1550,1270,1968,0,15910 SE 42nd Pl,WA 98006,USA
5.0,Redmond,2014-07-08 00:00:00,695500.0,2.75,2510,9180,1.0,0,1,4,1600,910,1975,0,3312 181st Pl NE,WA 98052,USA
5.0,Federal Way,2014-07-08 00:00:00,235500.0,2.5,2340,13713,1.0,0,0,2,1670,670,1967,0,30221 8th Ave S,WA 98003,USA
5.0,Seattle,2014-07-08 00:00:00,362000.0,3.0,1810,3000,2.0,0,0,3,1810,0,1998,2006,4519 33rd Ave S,WA 98118,USA
5.0,Seattle,2014-07-08 00:00:00,970000.0,2.75,3500,5040,2.0,0,2,3,2950,550,1927,2007,5433 37th Ave SW,WA 98126,USA
5.0,Renton,2014-07-08 00:00:00,1135250.0,4.0,7320,217800,2.0,0,0,3,7320,0,1992,0,19100 SE 174th St,WA 98058,USA
5.0,Seattle,2014-07-09 00:00:00,399950.0,2.75,1970,5400,1.0,0,0,3,1320,650,1986,0,1770 19th Ave S,WA 98144,USA
5.0,Sammamish,2014-07-09 00:00:00,989000.0,4.5,4030,13474,2.0,0,0,3,4030,0,2000,0,25758 SE 31st Pl,WA 98075,USA
5.0,Kent,2014-07-09 00:00:00,409124.0,3.25,3320,11340,2.0,0,0,4,2480,840,1999,0,14014 SE 236th Pl,WA 98042,USA
5.0,Renton,2014-07-09 00:00:00,287000.0,1.5,1730,9230,1.0,0,0,3,1010,720,1962,2003,1724 Edmonds Way SE,WA 98058,USA
5.0,Newcastle,2014-07-09 00:00:00,480000.0,2.75,2550,7725,1.0,0,0,5,1390,1160,1967,0,12570 SE 72nd St,WA 98056,USA
5.0,Renton,2014-07-09 00:00:00,450000.0,2.5,2850,209523,1.0,0,0,4,1930,920,1925,1968,23211 190th Ave SE,WA 98058,USA
5.0,Mercer Island,2014-07-09 00:00:00,1681000.0,5.25,4830,18707,2.0,0,1,5,3930,900,1952,1998,6702 SE 28th St,WA 98040,USA
5.0,Medina,2014-07-09 00:00:00,2680000.0,3.0,4290,20445,2.0,0,0,4,4290,0,1985,0,1209 Evergreen Point Rd,WA 98039,USA
5.0,Mercer Island,2014-07-09 00:00:00,2321000.0,4.75,5780,17004,2.0,0,0,3,4260,1520,2006,0,9403 SE 33rd St,WA 98040,USA
5.0,Bellevue,2014-07-09 00:00:00,1240000.0,3.5,5430,10327,2.0,0,2,3,4010,1420,2007,0,6151 168th Pl SE,WA 98006,USA
5.0,Fall City,2014-07-10 00:00:00,1550000.0,4.25,6070,171626,2.0,0,0,3,6070,0,1999,0,29433 SE 15th Pl,WA 98024,USA
5.0,Bellevue,2014-07-10 00:00:00,850000.0,2.0,2310,13430,1.5,0,0,4,2310,0,1966,0,3200 102nd Ave NE,WA 98004,USA
5.0,Seattle,2014-06-20 00:00:00,1234582.0,3.25,3240,6551,1.5,0,4,4,2500,740,1939,1989,6851 51st Ave NE,WA 98115,USA
5.0,Issaquah,2014-05-06 00:00:00,0.0,3.5,3480,36615,2.0,0,0,4,2490,990,1983,0,21809 SE 38th Pl,WA 98075,USA
5.0,Burien,2014-05-07 00:00:00,0.0,1.5,1500,7112,1.0,0,0,5,760,740,1920,0,14901-14999 12th Ave SW,WA 98166,USA
5.0,Snoqualmie,2014-05-12 00:00:00,0.0,4.5,4630,6324,2.0,0,0,3,3210,1420,2006,0,6925 Oakmont Ave SE,WA 98065,USA
5.0,Bellevue,2014-05-13 00:00:00,0.0,4.0,4430,9000,2.0,0,0,3,4430,0,2013,1923,9235 NE 5th St,WA 98004,USA
5.0,Lake Forest Park,2014-05-16 00:00:00,0.0,3.25,3690,12353,2.0,0,0,5,3690,0,1977,0,19055 35th Ave NE,WA 98155,USA
5.0,Seattle,2014-05-19 00:00:00,195000.0,3.75,5340,10655,2.5,0,3,4,3740,1600,1912,1989,2601-2649 Shoreland Dr S,WA 98144,USA
5.0,Covington,2014-05-21 00:00:00,0.0,2.25,2880,11965,2.0,0,0,4,2880,0,1990,0,25437 163rd Pl SE,WA 98042,USA
5.0,SeaTac,2014-05-22 00:00:00,0.0,2.25,2000,7900,1.0,0,0,4,1300,700,1986,0,3202 S 194th St,WA 98188,USA
5.0,Bellevue,2014-05-29 00:00:00,452500.0,3.5,5960,13703,2.0,0,2,3,4770,1190,1984,0,510 175th Pl NE,WA 98008,USA
5.0,Sammamish,2014-06-02 00:00:00,542804.75,2.75,2910,36250,1.0,0,0,3,1590,1320,1977,2004,19720 SE 21st St,WA 98075,USA
5.0,Bellevue,2014-06-03 00:00:00,667781.25,2.75,3040,10257,2.0,0,0,3,3040,0,1993,0,5627 167th Pl SE,WA 98006,USA
5.0,Seattle,2014-06-03 00:00:00,0.0,2.75,2740,5616,1.5,0,0,5,1670,1070,1925,0,1013 NE 80th St,WA 98115,USA
5.0,Maple Valley,2014-06-03 00:00:00,0.0,2.5,2090,4698,2.0,0,0,3,2090,0,1998,2006,27622 237th Pl SE,WA 98038,USA
5.0,Renton,2014-06-03 00:00:00,341166.666667,2.75,2670,3800,2.0,0,0,3,2670,0,2014,0,16301 SE 139th Ct,WA 98059,USA
5.0,Woodinville,2014-06-11 00:00:00,0.0,2.75,2910,53898,1.0,0,0,5,1510,1400,1979,0,13505 208th Ave NE,WA 98077,USA
5.0,Seattle,2014-06-11 00:00:00,0.0,2.0,1910,7200,1.0,0,0,4,1110,800,1951,1999,11620-11698 57th Ave S,WA 98178,USA
5.0,Renton,2014-06-11 00:00:00,0.0,2.75,3240,6863,2.0,0,0,3,3240,0,2013,1923,1301-1303 Monterey Ave NE,WA 98056,USA
5.0,Sammamish,2014-06-12 00:00:00,437500.0,3.5,3690,11928,2.0,0,0,3,2540,1150,2006,0,114 210th Ave NE,WA 98074,USA
5.0,Sammamish,2014-06-17 00:00:00,0.0,3.75,3870,8225,2.0,0,0,3,3870,0,1998,2006,101-127 247th Ave SE,WA 98074,USA
5.0,Mercer Island,2014-06-19 00:00:00,950833.333333,3.0,3330,19126,2.0,0,0,4,2610,720,1977,0,6100 93rd Ave SE,WA 98040,USA
5.0,Renton,2014-06-23 00:00:00,288500.0,2.5,3390,9760,1.0,0,0,5,1750,1640,1978,0,15224 SE 175th Pl,WA 98058,USA
5.0,Mercer Island,2014-06-24 00:00:00,542500.0,2.75,3831,13800,2.0,1,4,3,3831,0,1959,1980,6208 SE 22nd St,WA 98040,USA
5.0,Kirkland,2014-06-25 00:00:00,375000.0,3.25,3370,7947,2.0,0,0,3,3370,0,2001,0,1826 4th St,WA 98033,USA
5.0,Snoqualmie,2014-06-25 00:00:00,0.0,3.5,2640,6895,2.0,0,0,3,2640,0,2001,0,34529 SE Jay Ct,WA 98065,USA
5.0,Mercer Island,2014-06-30 00:00:00,542500.0,2.75,2520,16100,1.0,0,3,4,1570,950,1960,2001,8336 Avalon Dr,WA 98040,USA
